,BTC,ETH,USDT,USDC,BNB,XRP,BUSD,DOGE,ADA,MATIC,timestamp,ValueCategory
403,323880.0,153100.0,66280.0,44190.0,41160.0,17400.0,16660.0,9770.0,9170.0,6990.0,2023-01-05 09:00:07.268933,Market Cap in M$
404,16927.22,1270.14,1.02,1.0,260.19,0.3489,1.0,0.07453,0.2692,0.8106,2023-01-05 09:30:02.994513,Price in $
405,15700.0,4870.0,21620.0,2230.0,467.0,680.0,5220.0,387.0,219.0,228.0,2023-01-05 09:30:03.000669,24h Volume in M$
406,-0.28,-0.09,0.05,0.02,0.5,-1.48,0.04,1.53,-0.25,-0.46,2023-01-05 09:30:03.006113,24h Change in %
407,323710.0,152850.0,66280.0,44210.0,41060.0,17400.0,16650.0,9740.0,9160.0,6980.0,2023-01-05 09:30:03.011900,Market Cap in M$
408,16924.52,1269.55,1.02,1.0,259.79,0.3446,1.0,0.07398,0.2686,0.8085,2023-01-05 10:00:07.567208,Price in $
409,15760.0,4930.0,21710.0,2250.0,469.0,715.0,5220.0,402.0,214.0,232.0,2023-01-05 10:00:07.573278,24h Volume in M$
410,-0.26,-0.17,-0.0,-0.04,0.5,-3.15,-0.02,0.9,-0.29,-0.53,2023-01-05 10:00:07.578755,24h Change in %
411,323550.0,152680.0,66240.0,44200.0,40950.0,17160.0,16650.0,9660.0,9120.0,6960.0,2023-01-05 10:00:07.584545,Market Cap in M$
412,16948.45,1272.4,1.02,1.0,260.15,0.3472,1.0,0.07434,0.2695,0.8106,2023-01-05 10:30:04.496136,Price in $
413,15780.0,4960.0,21830.0,2260.0,465.0,727.0,5280.0,407.0,215.0,233.0,2023-01-05 10:30:04.502239,24h Volume in M$
414,-0.12,0.14,0.06,-0.01,0.89,-2.28,0.0,1.43,0.17,-0.37,2023-01-05 10:30:04.507694,24h Change in %
415,323990.0,153150.0,66290.0,44200.0,41060.0,17310.0,16650.0,9730.0,9170.0,6980.0,2023-01-05 10:30:04.513472,Market Cap in M$
416,16958.62,1273.22,1.02,1.0,260.64,0.3472,1.0,0.07456,0.2702,0.8118,2023-01-05 11:00:05.145893,Price in $
417,15790.0,4960.0,21840.0,2270.0,462.0,725.0,5280.0,411.0,216.0,234.0,2023-01-05 11:00:05.152437,24h Volume in M$
418,-0.1,0.14,-0.01,-0.02,0.87,-2.15,-0.01,1.75,0.33,-0.28,2023-01-05 11:00:05.158308,24h Change in %
419,324150.0,153120.0,66240.0,44200.0,41090.0,17310.0,16650.0,9740.0,9180.0,6990.0,2023-01-05 11:00:05.164573,Market Cap in M$
420,16945.74,1272.43,1.02,1.0,259.94,0.3453,1.0,0.07439,0.269,0.81,2023-01-05 11:30:02.897713,Price in $
421,15690.0,4960.0,21680.0,2260.0,459.0,714.0,5240.0,412.0,213.0,233.0,2023-01-05 11:30:02.904275,24h Volume in M$
422,-0.17,0.07,0.06,-0.0,0.64,-2.28,0.0,1.84,0.25,-0.25,2023-01-05 11:30:02.910142,24h Change in %
423,324030.0,153150.0,66290.0,44210.0,41030.0,17230.0,16650.0,9730.0,9150.0,6980.0,2023-01-05 11:30:02.916316,Market Cap in M$
424,16961.61,1277.17,1.02,1.0,260.77,0.3465,1.0,0.07455,0.2705,0.8116,2023-01-05 12:00:05.758798,Price in $
425,15690.0,5000.0,21680.0,2230.0,458.0,725.0,5210.0,414.0,213.0,233.0,2023-01-05 12:00:05.765525,24h Volume in M$
426,-0.04,0.31,0.06,-0.02,0.91,-2.09,-0.02,2.15,0.8,-0.17,2023-01-05 12:00:05.771242,24h Change in %
427,324250.0,153700.0,66290.0,44200.0,41150.0,17280.0,16650.0,9750.0,9200.0,6990.0,2023-01-05 12:00:05.777241,Market Cap in M$
428,16947.47,1273.08,1.02,1.0,260.2,0.345,1.0,0.07423,0.2703,0.8086,2023-01-05 12:30:03.249774,Price in $
429,15610.0,5030.0,21590.0,2200.0,459.0,728.0,5080.0,416.0,215.0,231.0,2023-01-05 12:30:03.256024,24h Volume in M$
430,-0.1,-0.17,-0.01,-0.03,0.37,-2.2,0.02,1.29,0.52,-0.86,2023-01-05 12:30:03.261581,24h Change in %
431,324000.0,153310.0,66290.0,44230.0,41060.0,17210.0,16650.0,9710.0,9190.0,6970.0,2023-01-05 12:30:03.267555,Market Cap in M$
432,16950.84,1274.43,1.02,1.0,260.44,0.347,1.0,0.07429,0.2711,0.8097,2023-01-05 13:00:03.729558,Price in $
433,15510.0,4990.0,21460.0,2220.0,455.0,728.0,5030.0,417.0,215.0,231.0,2023-01-05 13:00:03.736254,24h Volume in M$
434,0.03,0.2,0.06,-0.01,0.77,-1.56,-0.02,1.88,1.29,-0.25,2023-01-05 13:00:03.742395,24h Change in %
435,323990.0,153360.0,66290.0,44240.0,41090.0,17310.0,16650.0,9710.0,9210.0,6970.0,2023-01-05 13:00:03.748610,Market Cap in M$
436,16938.12,1272.6,1.02,1.0,260.13,0.3455,1.0,0.07413,0.2703,0.8076,2023-01-05 13:30:04.571355,Price in $
437,15560.0,5030.0,21530.0,2230.0,455.0,733.0,5070.0,419.0,216.0,232.0,2023-01-05 13:30:04.577639,24h Volume in M$
438,-0.14,-0.12,-0.01,-0.01,0.52,-2.39,-0.02,1.32,0.55,-0.78,2023-01-05 13:30:04.583297,24h Change in %
439,323820.0,153140.0,66240.0,44230.0,41030.0,17220.0,16650.0,9690.0,9190.0,6960.0,2023-01-05 13:30:04.589188,Market Cap in M$
440,16919.66,1270.44,1.02,1.0,259.8,0.3445,1.0,0.07364,0.2702,0.8052,2023-01-05 14:00:04.115289,Price in $
441,15750.0,5090.0,21800.0,2270.0,457.0,745.0,5150.0,431.0,218.0,236.0,2023-01-05 14:00:04.126337,24h Volume in M$
442,-0.24,-0.39,-0.08,-0.02,0.12,-2.67,-0.04,0.41,0.04,-1.35,2023-01-05 14:00:04.141078,24h Change in %
443,323340.0,152850.0,66230.0,44230.0,40960.0,17180.0,16640.0,9630.0,9180.0,6930.0,2023-01-05 14:00:04.156479,Market Cap in M$
444,16939.47,1271.22,1.02,1.0,260.31,0.3455,1.0,0.07397,0.2712,0.8056,2023-01-05 14:30:03.165883,Price in $
445,15870.0,5090.0,21870.0,2300.0,454.0,750.0,5160.0,434.0,217.0,235.0,2023-01-05 14:30:03.172187,24h Volume in M$
446,-0.07,-0.22,-0.01,-0.02,0.43,-2.24,-0.05,1.03,0.45,-1.05,2023-01-05 14:30:03.177735,24h Change in %
447,323650.0,152790.0,66240.0,44260.0,41040.0,17210.0,16640.0,9660.0,9210.0,6940.0,2023-01-05 14:30:03.183654,Market Cap in M$
448,16958.86,1269.77,1.02,1.0,260.02,0.3461,1.0,0.0737,0.2707,0.8012,2023-01-05 15:00:08.093800,Price in $
449,15960.0,5190.0,21930.0,2310.0,458.0,752.0,5180.0,445.0,217.0,244.0,2023-01-05 15:00:08.099952,24h Volume in M$
450,-0.05,-0.18,0.0,-0.01,0.39,-1.95,-0.08,0.77,0.2,-1.55,2023-01-05 15:00:08.105359,24h Change in %
451,323880.0,152690.0,66240.0,44260.0,40980.0,17240.0,16640.0,9630.0,9190.0,6900.0,2023-01-05 15:00:08.111150,Market Cap in M$
452,16983.07,1272.67,1.02,1.0,261.17,0.3462,1.0,0.07381,0.2708,0.8046,2023-01-05 15:30:04.085120,Price in $
453,15830.0,5030.0,21670.0,2310.0,458.0,726.0,5110.0,439.0,213.0,241.0,2023-01-05 15:30:04.091318,24h Volume in M$
454,0.26,0.08,0.0,-0.02,0.77,-1.09,-0.03,1.26,0.58,-0.89,2023-01-05 15:30:04.096849,24h Change in %
455,324430.0,153010.0,66240.0,44260.0,41170.0,17250.0,16640.0,9640.0,9190.0,6920.0,2023-01-05 15:30:04.102835,Market Cap in M$
456,16972.74,1269.95,1.02,1.0,260.38,0.3448,1.0,0.07334,0.2697,0.8032,2023-01-05 16:00:07.573282,Price in $
457,15860.0,5010.0,21610.0,2280.0,459.0,724.0,5100.0,439.0,208.0,241.0,2023-01-05 16:00:07.579566,24h Volume in M$
458,-0.02,-0.62,0.01,-0.02,-0.07,-2.16,0.01,0.15,-1.01,-1.62,2023-01-05 16:00:07.585066,24h Change in %
459,324390.0,152760.0,66240.0,44260.0,41080.0,17200.0,16650.0,9610.0,9170.0,6920.0,2023-01-05 16:00:07.590885,Market Cap in M$
460,16963.64,1269.22,1.02,1.0,260.01,0.3453,1.0,0.07321,0.2692,0.8007,2023-01-05 16:30:05.197392,Price in $
461,15720.0,4910.0,21320.0,2230.0,440.0,722.0,5030.0,438.0,200.0,232.0,2023-01-05 16:30:05.203753,24h Volume in M$
462,-0.24,-0.55,-0.0,0.01,-1.13,-2.37,-0.02,-0.41,-1.5,-2.26,2023-01-05 16:30:05.209422,24h Change in %
463,324170.0,152630.0,66240.0,44040.0,41000.0,17180.0,16640.0,9560.0,9140.0,6890.0,2023-01-05 16:30:05.215266,Market Cap in M$
464,16965.55,1269.9,1.02,1.0,260.07,0.3449,1.0,0.07316,0.2695,0.801,2023-01-05 17:00:04.848018,Price in $
465,15730.0,4890.0,21320.0,2250.0,432.0,718.0,5010.0,442.0,198.0,233.0,2023-01-05 17:00:04.855246,24h Volume in M$
466,-0.13,-0.46,-0.1,-0.02,-0.53,-2.16,-0.06,-0.3,-1.01,-1.99,2023-01-05 17:00:04.863411,24h Change in %
467,324200.0,152730.0,66240.0,44040.0,41010.0,17180.0,16640.0,9570.0,9160.0,6900.0,2023-01-05 17:00:04.870230,Market Cap in M$
468,17058.21,1269.62,1.02,1.0,260.2,0.3443,1.0,0.07309,0.2694,0.801,2023-01-05 17:30:03.808842,Price in $
469,15660.0,4860.0,21180.0,2260.0,412.0,722.0,4970.0,440.0,195.0,228.0,2023-01-05 17:30:03.815017,24h Volume in M$
470,-0.27,-0.67,-0.09,-0.02,-0.95,-2.48,-0.03,-0.51,-1.42,-2.33,2023-01-05 17:30:03.820521,24h Change in %
471,324120.0,152720.0,66240.0,44040.0,41020.0,17160.0,16640.0,9560.0,9160.0,6900.0,2023-01-05 17:30:03.826346,Market Cap in M$
472,16949.94,1266.66,1.02,1.0,260.39,0.345,1.0,0.07424,0.2703,0.8097,2023-01-05 18:00:06.836663,Price in $
473,15610.0,5020.0,21630.0,2200.0,459.0,724.0,5150.0,415.0,214.0,232.0,2023-01-05 18:00:06.843064,24h Volume in M$
474,-0.09,-0.02,-0.02,-0.02,0.65,-2.31,0.01,1.64,0.67,-0.49,2023-01-05 18:00:06.848656,24h Change in %
475,324080.0,153280.0,66240.0,44240.0,41050.0,17200.0,16650.0,9710.0,9180.0,6970.0,2023-01-05 18:00:06.854544,Market Cap in M$
476,17068.34,1264.89,1.02,1.0,262.47,0.3443,1.0,0.0734,0.2713,0.8081,2023-01-05 18:30:04.177254,Price in $
477,15190.0,4470.0,20510.0,2180.0,385.0,718.0,4740.0,430.0,188.0,218.0,2023-01-05 18:30:04.183420,24h Volume in M$
478,-0.48,-1.11,-0.06,0.0,-1.22,-2.6,0.0,-0.5,-0.81,-2.45,2023-01-05 18:30:04.188883,24h Change in %
479,324300.0,152950.0,66240.0,43910.0,41110.0,17160.0,16650.0,9600.0,9220.0,6920.0,2023-01-05 18:30:04.194690,Market Cap in M$
480,17067.4,1264.78,1.02,1.0,262.13,0.3442,1.0,0.07332,0.2709,0.8075,2023-01-05 19:00:06.999564,Price in $
481,15100.0,4450.0,20350.0,2170.0,380.0,705.0,4670.0,429.0,189.0,215.0,2023-01-05 19:00:07.005903,24h Volume in M$
482,-0.65,-0.96,0.01,0.01,-1.03,-3.18,-0.0,-0.69,-0.6,-2.55,2023-01-05 19:00:07.011515,24h Change in %
483,324340.0,153040.0,66240.0,43910.0,41090.0,17150.0,16650.0,9590.0,9210.0,6910.0,2023-01-05 19:00:07.017464,Market Cap in M$
484,17068.26,1265.99,1.02,1.0,262.74,0.3453,1.0,0.07359,0.2719,0.8087,2023-01-05 19:30:03.183995,Price in $
485,14400.0,4230.0,19620.0,2100.0,365.0,667.0,4430.0,418.0,184.0,204.0,2023-01-05 19:30:03.190363,24h Volume in M$
486,-0.05,-0.3,-0.0,-0.01,-0.16,-1.78,0.05,0.44,0.39,-1.33,2023-01-05 19:30:03.196091,24h Change in %
487,324440.0,153220.0,66240.0,43910.0,41180.0,17210.0,16650.0,9630.0,9250.0,6920.0,2023-01-05 19:30:03.202107,Market Cap in M$
488,17100.76,1268.16,1.02,1.0,263.13,0.3463,1.0,0.0738,0.2734,0.8098,2023-01-05 20:00:06.949999,Price in $
489,14070.0,4160.0,19270.0,2080.0,358.0,660.0,4320.0,415.0,179.0,200.0,2023-01-05 20:00:06.956418,24h Volume in M$
490,0.3,0.06,-0.1,0.0,0.25,-1.49,-0.02,0.72,1.41,-1.07,2023-01-05 20:00:06.962150,24h Change in %
491,324960.0,153440.0,66240.0,43910.0,41250.0,17250.0,16650.0,9650.0,9290.0,6940.0,2023-01-05 20:00:06.968234,Market Cap in M$
492,17066.78,1266.12,1.02,1.0,262.64,0.3453,1.0,0.07358,0.2723,0.8086,2023-01-05 20:30:04.065213,Price in $
493,14400.0,4230.0,19620.0,2100.0,365.0,667.0,4430.0,418.0,184.0,204.0,2023-01-05 20:30:04.071549,24h Volume in M$
494,-0.01,-0.25,-0.0,0.01,-0.04,-1.74,-0.01,0.5,0.56,-1.19,2023-01-05 20:30:04.076989,24h Change in %
495,324360.0,153200.0,66240.0,43910.0,41180.0,17200.0,16650.0,9630.0,9250.0,6920.0,2023-01-05 20:30:04.082769,Market Cap in M$
496,17083.16,1267.01,1.02,1.0,262.9,0.346,1.0,0.0736,0.2741,0.8102,2023-01-05 21:00:07.109709,Price in $
497,13760.0,4000.0,18940.0,2060.0,347.0,648.0,4180.0,412.0,174.0,194.0,2023-01-05 21:00:07.116242,24h Volume in M$
498,0.28,0.29,-0.01,0.02,0.75,-1.03,-0.03,0.99,2.39,-0.56,2023-01-05 21:00:07.122014,24h Change in %
499,324570.0,153490.0,66300.0,43700.0,41250.0,17260.0,16690.0,9630.0,9330.0,6940.0,2023-01-05 21:00:07.128167,Market Cap in M$
500,17074.01,1266.55,1.02,1.0,262.55,0.346,1.0,0.07356,0.2731,0.8087,2023-01-05 21:30:03.859506,Price in $
501,13660.0,3950.0,18860.0,2050.0,343.0,642.0,4150.0,411.0,173.0,191.0,2023-01-05 21:30:03.865692,24h Volume in M$
502,0.15,-0.03,0.0,0.03,0.05,-1.42,0.02,0.63,1.38,-1.18,2023-01-05 21:30:03.871200,24h Change in %
503,324400.0,153170.0,66250.0,43700.0,41140.0,17240.0,16690.0,9620.0,9270.0,6920.0,2023-01-05 21:30:03.876917,Market Cap in M$
504,17085.19,1266.8,1.02,1.0,262.65,0.3466,1.0,0.07364,0.2737,0.8082,2023-01-05 22:00:03.928176,Price in $
505,13720.0,3970.0,18900.0,2040.0,342.0,638.0,4160.0,411.0,174.0,191.0,2023-01-05 22:00:03.943547,24h Volume in M$
506,0.16,0.11,0.08,0.01,0.18,-0.89,-0.03,0.8,1.9,-0.89,2023-01-05 22:00:03.953918,24h Change in %
507,324580.0,153410.0,66300.0,43700.0,41210.0,17290.0,16690.0,9640.0,9310.0,6920.0,2023-01-05 22:00:03.968894,Market Cap in M$
508,17090.25,1274.01,1.02,1.0,262.64,0.3449,1.0,0.07365,0.2734,0.8075,2023-01-05 22:30:03.732957,Price in $
509,13700.0,3980.0,18910.0,2050.0,339.0,635.0,4160.0,411.0,172.0,189.0,2023-01-05 22:30:03.739218,24h Volume in M$
510,0.13,-0.13,-0.0,0.0,0.01,-1.49,-0.02,0.59,1.19,-1.37,2023-01-05 22:30:03.744741,24h Change in %
511,324570.0,153200.0,66240.0,43740.0,41160.0,17200.0,16690.0,9630.0,9290.0,6910.0,2023-01-05 22:30:03.750593,Market Cap in M$
512,17068.36,1272.2,1.02,1.0,262.21,0.3436,1.0,0.07333,0.2724,0.8053,2023-01-05 23:00:05.432549,Price in $
513,13670.0,3960.0,18930.0,2060.0,338.0,638.0,4180.0,410.0,172.0,190.0,2023-01-05 23:00:05.439464,24h Volume in M$
514,0.03,-0.28,-0.0,0.01,-0.34,-2.15,0.02,-0.24,0.74,-1.59,2023-01-05 23:00:05.446699,24h Change in %
515,324390.0,153030.0,66240.0,43740.0,41080.0,17130.0,16700.0,9600.0,9260.0,6900.0,2023-01-05 23:00:05.453226,Market Cap in M$
516,17068.39,1271.8,1.02,1.0,261.54,0.3438,1.0,0.07312,0.2734,0.8036,2023-01-05 23:30:03.656942,Price in $
517,13650.0,3950.0,19000.0,2080.0,336.0,640.0,4220.0,408.0,172.0,189.0,2023-01-05 23:30:03.663185,24h Volume in M$
518,-0.05,-0.44,-0.01,0.0,-0.87,-2.23,0.02,-0.79,0.65,-2.1,2023-01-05 23:30:03.668631,24h Change in %
519,324370.0,153060.0,66240.0,43740.0,41020.0,17130.0,16700.0,9570.0,9290.0,6880.0,2023-01-05 23:30:03.674408,Market Cap in M$
520,17091.78,1274.39,1.02,1.0,262.78,0.346,1.0,0.0737,0.2735,0.808,2023-01-06 00:00:08.620574,Price in $
521,13710.0,3970.0,18900.0,2050.0,339.0,635.0,4160.0,411.0,172.0,189.0,2023-01-06 00:00:08.626686,24h Volume in M$
522,0.2,0.01,-0.01,0.02,0.16,-1.06,-0.03,0.78,1.59,-1.18,2023-01-06 00:00:08.632042,24h Change in %
523,324640.0,153240.0,66240.0,43740.0,41170.0,17240.0,16690.0,9640.0,9300.0,6910.0,2023-01-06 00:00:08.637698,Market Cap in M$
524,17072.58,1273.33,1.02,1.0,262.39,0.344,1.0,0.07291,0.2749,0.8059,2023-01-06 00:30:03.621797,Price in $
525,13630.0,3960.0,19290.0,2100.0,341.0,673.0,4430.0,391.0,175.0,192.0,2023-01-06 00:30:03.628196,24h Volume in M$
526,-0.19,-0.51,-0.02,0.01,-0.66,-2.76,-0.0,-2.69,0.68,-2.42,2023-01-06 00:30:03.633779,24h Change in %
527,324420.0,153180.0,66300.0,43760.0,41140.0,17140.0,16800.0,9530.0,9330.0,6900.0,2023-01-06 00:30:03.639650,Market Cap in M$
528,17096.8,1276.58,1.02,1.0,263.01,0.3452,1.0,0.07311,0.2784,0.8085,2023-01-06 01:00:06.577002,Price in $
529,13700.0,3980.0,19350.0,2110.0,342.0,680.0,4420.0,385.0,199.0,195.0,2023-01-06 01:00:06.583475,24h Volume in M$
530,0.18,0.12,0.06,0.03,0.02,-1.73,0.07,-1.57,3.09,-1.29,2023-01-06 01:00:06.589131,24h Change in %
531,325030.0,153640.0,66300.0,43750.0,41240.0,17210.0,16800.0,9560.0,9470.0,6920.0,2023-01-06 01:00:06.595174,Market Cap in M$
532,17085.29,1276.28,1.02,1.0,262.85,0.3437,1.0,0.07301,0.2781,0.8101,2023-01-06 01:30:03.610858,Price in $
533,13620.0,3960.0,19240.0,2110.0,339.0,679.0,4410.0,377.0,205.0,192.0,2023-01-06 01:30:03.617119,24h Volume in M$
534,0.23,0.03,-0.02,-0.02,0.02,-1.95,0.09,-1.3,2.85,-0.91,2023-01-06 01:30:03.622571,24h Change in %
535,324870.0,153630.0,66300.0,43750.0,41220.0,17140.0,16810.0,9550.0,9460.0,6940.0,2023-01-06 01:30:03.628425,Market Cap in M$
536,17087.62,1275.83,1.02,1.0,262.86,0.3445,1.0,0.07314,0.2777,0.8087,2023-01-06 02:00:06.098434,Price in $
537,13620.0,3950.0,19280.0,2100.0,340.0,676.0,4430.0,387.0,176.0,192.0,2023-01-06 02:00:06.106679,24h Volume in M$
538,-0.07,-0.34,-0.1,0.0,-0.64,-2.61,0.01,-2.3,1.64,-2.03,2023-01-06 02:00:06.112834,24h Change in %
539,324780.0,153360.0,66240.0,43760.0,41180.0,17160.0,16800.0,9550.0,9420.0,6920.0,2023-01-06 02:00:06.120573,Market Cap in M$
540,17067.62,1274.52,1.02,1.0,263.22,0.343,1.0,0.07285,0.2773,0.8073,2023-01-06 02:30:04.995933,Price in $
541,13590.0,3930.0,19170.0,2090.0,338.0,684.0,4390.0,376.0,210.0,192.0,2023-01-06 02:30:05.002136,24h Volume in M$
542,0.02,-0.21,-0.02,-0.01,-0.09,-2.24,0.07,-1.74,2.16,-1.45,2023-01-06 02:30:05.007693,24h Change in %
543,324610.0,153340.0,66240.0,43750.0,41220.0,17090.0,16810.0,9530.0,9420.0,6910.0,2023-01-06 02:30:05.013501,Market Cap in M$
544,17066.6,1273.46,1.02,1.0,263.63,0.3433,1.0,0.07254,0.2756,0.8041,2023-01-06 03:00:05.044420,Price in $
545,13770.0,3960.0,19290.0,2080.0,337.0,687.0,4430.0,378.0,216.0,197.0,2023-01-06 03:00:05.056915,24h Volume in M$
546,0.04,-0.22,-0.01,-0.01,0.06,-2.01,0.06,-2.25,1.54,-1.92,2023-01-06 03:00:05.075329,24h Change in %
547,324580.0,153150.0,66240.0,43750.0,41330.0,17110.0,16800.0,9480.0,9370.0,6880.0,2023-01-06 03:00:05.097154,Market Cap in M$
548,17068.98,1274.72,1.02,1.0,263.98,0.3437,1.0,0.07256,0.2776,0.8039,2023-01-06 03:30:03.250805,Price in $
549,13760.0,3900.0,19140.0,2090.0,336.0,689.0,4370.0,376.0,215.0,195.0,2023-01-06 03:30:03.257286,24h Volume in M$
550,0.16,-0.07,-0.09,0.01,0.37,-1.95,0.09,-2.17,2.94,-1.73,2023-01-06 03:30:03.262974,24h Change in %
551,324680.0,153240.0,66250.0,43750.0,41360.0,17130.0,16810.0,9480.0,9440.0,6870.0,2023-01-06 03:30:03.268957,Market Cap in M$
552,17067.66,1274.13,1.02,1.0,263.27,0.3442,1.0,0.07249,0.2785,0.8024,2023-01-06 04:00:06.163373,Price in $
553,13760.0,3880.0,19080.0,2090.0,343.0,689.0,4360.0,375.0,221.0,194.0,2023-01-06 04:00:06.170100,24h Volume in M$
554,0.19,-0.02,-0.01,-0.0,0.14,-1.81,0.1,-1.95,3.48,-1.86,2023-01-06 04:00:06.176580,24h Change in %
555,324650.0,153320.0,66300.0,43750.0,41300.0,17170.0,16810.0,9490.0,9480.0,6870.0,2023-01-06 04:00:06.183488,Market Cap in M$
556,17043.83,1271.29,1.02,1.0,262.28,0.3427,1.0,0.0719,0.2777,0.7987,2023-01-06 04:30:03.434750,Price in $
557,13780.0,3860.0,19270.0,2170.0,343.0,690.0,4470.0,374.0,223.0,193.0,2023-01-06 04:30:03.440972,24h Volume in M$
558,-0.02,-0.3,0.0,-0.01,-0.36,-2.42,0.0,-3.35,2.77,-2.54,2023-01-06 04:30:03.446463,24h Change in %
559,324230.0,153070.0,66310.0,43780.0,41190.0,17110.0,16790.0,9430.0,9460.0,6850.0,2023-01-06 04:30:03.452276,Market Cap in M$
560,17051.56,1272.75,1.02,1.0,262.65,0.3411,1.0,0.07221,0.2771,0.7993,2023-01-06 05:00:05.468881,Price in $
561,13870.0,3870.0,19430.0,2150.0,343.0,705.0,4520.0,376.0,226.0,196.0,2023-01-06 05:00:05.475361,24h Volume in M$
562,-0.07,-0.19,0.07,0.01,-0.38,-3.1,0.04,-3.5,2.33,-2.37,2023-01-06 05:00:05.481127,24h Change in %
563,324180.0,153100.0,66300.0,43780.0,41200.0,17010.0,16800.0,9440.0,9420.0,6850.0,2023-01-06 05:00:05.487217,Market Cap in M$
564,17044.19,1271.41,1.02,1.0,262.35,0.3402,1.0,0.0722,0.2767,0.7977,2023-01-06 05:30:02.990609,Price in $
565,13880.0,3870.0,19400.0,2150.0,343.0,717.0,4540.0,366.0,226.0,194.0,2023-01-06 05:30:02.997177,24h Volume in M$
566,-0.15,-0.33,-0.01,-0.02,-0.63,-3.58,0.03,-3.96,1.09,-2.84,2023-01-06 05:30:03.003032,24h Change in %
567,324030.0,153030.0,66300.0,43780.0,41160.0,16960.0,16790.0,9440.0,9400.0,6830.0,2023-01-06 05:30:03.009186,Market Cap in M$
568,17035.81,1270.5,1.02,1.0,262.04,0.341,1.0,0.07212,0.2776,0.7966,2023-01-06 06:00:06.538753,Price in $
569,13980.0,3890.0,19460.0,2140.0,345.0,725.0,4550.0,360.0,221.0,196.0,2023-01-06 06:00:06.545168,24h Volume in M$
570,-0.22,-0.35,-0.01,-0.01,-0.68,-3.29,-0.01,-5.02,1.68,-2.86,2023-01-06 06:00:06.550912,24h Change in %
571,323790.0,152830.0,66250.0,43780.0,41060.0,17000.0,16790.0,9430.0,9420.0,6820.0,2023-01-06 06:00:06.556927,Market Cap in M$
572,17066.9,1273.81,1.02,1.0,262.79,0.3432,1.0,0.07243,0.2775,0.8023,2023-01-06 06:30:04.137647,Price in $
573,13770.0,3880.0,19090.0,2090.0,337.0,689.0,4360.0,376.0,220.0,194.0,2023-01-06 06:30:04.144007,24h Volume in M$
574,0.15,-0.14,-0.08,-0.01,-0.07,-2.18,0.09,-2.19,2.73,-1.84,2023-01-06 06:30:04.149576,24h Change in %
575,324660.0,153200.0,66250.0,43750.0,41200.0,17120.0,16810.0,9470.0,9420.0,6870.0,2023-01-06 06:30:04.155440,Market Cap in M$
576,17019.92,1269.43,1.02,1.0,260.82,0.3378,1.0,0.07165,0.2781,0.791,2023-01-06 07:00:07.619889,Price in $
577,14050.0,3860.0,19490.0,2080.0,350.0,755.0,4550.0,335.0,231.0,205.0,2023-01-06 07:00:07.626128,24h Volume in M$
578,-0.21,-0.36,-0.09,-0.01,-0.88,-3.47,-0.07,-4.8,2.64,-3.25,2023-01-06 07:00:07.631648,24h Change in %
579,323470.0,152660.0,66240.0,43800.0,40910.0,16840.0,16780.0,9370.0,9450.0,6770.0,2023-01-06 07:00:07.637453,Market Cap in M$
580,17023.49,1268.88,1.02,1.0,261.4,0.339,1.0,0.07193,0.2762,0.7916,2023-01-06 07:30:02.776092,Price in $
581,14020.0,3850.0,19420.0,2050.0,350.0,760.0,4520.0,330.0,236.0,204.0,2023-01-06 07:30:02.783215,24h Volume in M$
582,-0.16,-0.28,-0.02,-0.01,-0.6,-3.18,-0.09,-3.93,2.03,-2.94,2023-01-06 07:30:02.792269,24h Change in %
583,323320.0,152530.0,66240.0,43800.0,40940.0,16870.0,16780.0,9390.0,9380.0,6770.0,2023-01-06 07:30:02.798478,Market Cap in M$
584,17017.96,1268.99,1.02,1.0,261.53,0.3398,1.0,0.07195,0.2758,0.794,2023-01-06 08:00:05.708101,Price in $
585,14010.0,3830.0,19360.0,2040.0,348.0,763.0,4490.0,322.0,238.0,204.0,2023-01-06 08:00:05.716415,24h Volume in M$
586,-0.28,-0.31,-0.08,0.01,-0.56,-2.87,-0.1,-3.73,1.98,-2.87,2023-01-06 08:00:05.722881,24h Change in %
587,323260.0,152610.0,66240.0,43800.0,40990.0,16930.0,16780.0,9420.0,9370.0,6790.0,2023-01-06 08:00:05.729905,Market Cap in M$
588,17031.9,1270.21,1.02,1.0,262.04,0.3402,1.0,0.07207,0.2767,0.7937,2023-01-06 08:30:03.455548,Price in $
589,13960.0,3810.0,19310.0,2050.0,350.0,757.0,4470.0,320.0,240.0,204.0,2023-01-06 08:30:03.461800,24h Volume in M$
590,-0.16,-0.12,-0.01,-0.0,-0.25,-2.21,-0.1,-3.55,2.4,-2.71,2023-01-06 08:30:03.467323,24h Change in %
591,323530.0,152760.0,66240.0,43810.0,41060.0,16950.0,16780.0,9410.0,9390.0,6790.0,2023-01-06 08:30:03.473109,Market Cap in M$
592,17027.11,1270.7,1.02,1.0,262.08,0.3409,1.0,0.07203,0.2762,0.7941,2023-01-06 09:00:06.874122,Price in $
593,13910.0,3790.0,19170.0,2029.0,350.0,751.0,4400.0,317.0,240.0,204.0,2023-01-06 09:00:06.880546,24h Volume in M$
594,-0.13,-0.16,-0.07,0.01,-0.21,-2.45,-0.09,-3.56,2.45,-2.71,2023-01-06 09:00:06.886169,24h Change in %
