,BTC,ETH,USDT,USDC,BNB,XRP,BUSD,DOGE,ADA,MATIC,timestamp,ValueCategory
810,0.88,1.18,0.02,0.02,1.72,2.29,0.14,1.83,1.89,3.06,2023-01-07 12:00:04.366709,24h Change in %
811,326820.0,154710.0,66250.0,43720.0,41810.0,17360.0,16500.0,9610.0,9590.0,7020.0,2023-01-07 12:00:04.379166,Market Cap in M$
812,17144.28,1284.43,1.02,1.0,265.72,0.347,1.0,0.07302,0.2798,0.8178,2023-01-07 12:30:03.694962,Price in $
813,12780.0,4400.0,17870.0,2200.0,410.0,514.0,4260.0,249.0,243.0,211.0,2023-01-07 12:30:03.701175,24h Volume in M$
814,1.27,1.63,0.03,0.01,1.95,2.21,-0.0,2.29,1.95,3.28,2023-01-07 12:30:03.706632,24h Change in %
815,326180.0,154510.0,66260.0,43770.0,41650.0,17300.0,16430.0,9550.0,9450.0,7000.0,2023-01-07 12:30:03.712432,Market Cap in M$
816,17148.91,1285.33,1.02,1.0,265.43,0.3477,1.0,0.07304,0.2798,0.8194,2023-01-07 13:00:04.191885,Price in $
817,12720.0,4380.0,17810.0,2200.0,406.0,510.0,4230.0,247.0,241.0,212.0,2023-01-07 13:00:04.198723,24h Volume in M$
818,1.23,1.67,0.16,0.0,1.91,2.52,0.16,1.93,1.78,3.61,2023-01-07 13:00:04.204679,24h Change in %
819,326230.0,154790.0,66340.0,43770.0,41690.0,17350.0,16450.0,9570.0,9450.0,7020.0,2023-01-07 13:00:04.210943,Market Cap in M$
820,17154.54,1286.3,1.02,1.0,266.1,0.3481,1.0,0.07306,0.2791,0.8198,2023-01-07 13:30:04.295533,Price in $
821,12440.0,4280.0,17540.0,2160.0,402.0,501.0,4140.0,240.0,237.0,210.0,2023-01-07 13:30:04.301694,24h Volume in M$
822,1.28,1.93,0.19,0.01,2.37,2.65,0.14,2.23,1.88,3.84,2023-01-07 13:30:04.307115,24h Change in %
823,326330.0,154970.0,66360.0,43780.0,41760.0,17370.0,16450.0,9570.0,9440.0,7030.0,2023-01-07 13:30:04.312838,Market Cap in M$
824,17162.03,1285.87,1.02,1.0,266.11,0.3486,1.0,0.07313,0.2792,0.8199,2023-01-07 14:00:04.362457,Price in $
825,11850.0,3970.0,16770.0,2120.0,389.0,473.0,3930.0,228.0,228.0,200.0,2023-01-07 14:00:04.369152,24h Volume in M$
826,1.09,1.09,0.03,-0.01,1.55,1.99,0.2,1.66,0.87,3.08,2023-01-07 14:00:04.375042,24h Change in %
827,326690.0,154700.0,66260.0,43770.0,41720.0,17370.0,16460.0,9570.0,9430.0,7020.0,2023-01-07 14:00:04.381292,Market Cap in M$
828,17155.05,1285.77,1.02,1.0,265.68,0.3486,1.0,0.07296,0.2793,0.8207,2023-01-07 14:30:03.845758,Price in $
829,11620.0,3860.0,16570.0,2100.0,387.0,464.0,3850.0,225.0,223.0,204.0,2023-01-07 14:30:03.852107,24h Volume in M$
830,1.06,1.09,0.03,0.01,1.46,2.13,0.06,1.43,1.1,3.37,2023-01-07 14:30:03.857673,24h Change in %
831,326460.0,154630.0,66260.0,43780.0,41640.0,17360.0,16450.0,9540.0,9430.0,7020.0,2023-01-07 14:30:03.863647,Market Cap in M$
832,17167.1,1286.44,1.02,1.0,265.64,0.3496,1.0,0.07314,0.2795,0.8218,2023-01-07 15:00:04.111680,Price in $
833,11450.0,3800.0,16400.0,2090.0,385.0,457.0,3780.0,224.0,221.0,205.0,2023-01-07 15:00:04.127131,24h Volume in M$
834,1.25,1.3,0.03,0.01,1.51,2.6,0.18,1.78,1.42,3.69,2023-01-07 15:00:04.142332,24h Change in %
835,326700.0,154760.0,66270.0,43780.0,41640.0,17420.0,16450.0,9560.0,9440.0,7030.0,2023-01-07 15:00:04.157544,Market Cap in M$
836,17172.61,1286.56,1.02,1.0,266.09,0.3492,1.0,0.0733,0.2801,0.8217,2023-01-07 15:30:03.716879,Price in $
837,11110.0,3670.0,16970.0,2060.0,379.0,457.0,3680.0,220.0,218.0,201.0,2023-01-07 15:30:03.723096,24h Volume in M$
838,1.0,1.21,0.1,0.02,1.65,2.64,0.05,1.72,1.2,3.4,2023-01-07 15:30:03.728540,24h Change in %
839,326800.0,155050.0,66380.0,43780.0,41790.0,17420.0,16460.0,9600.0,9480.0,7050.0,2023-01-07 15:30:03.734310,Market Cap in M$
840,17171.22,1286.89,1.02,1.0,266.32,0.3496,1.0,0.07328,0.2812,0.8238,2023-01-07 16:00:04.541013,Price in $
841,10760.0,3440.0,16460.0,1970.0,371.0,443.0,3550.0,213.0,213.0,198.0,2023-01-07 16:00:04.547650,24h Volume in M$
842,0.72,0.18,-0.08,-0.02,1.03,2.09,0.07,1.07,0.59,2.69,2023-01-07 16:00:04.553509,24h Change in %
843,326820.0,154790.0,66260.0,43780.0,41750.0,17420.0,16460.0,9590.0,9490.0,7050.0,2023-01-07 16:00:04.559910,Market Cap in M$
844,17146.32,1284.85,1.02,1.0,265.75,0.3473,1.0,0.07306,0.2802,0.8174,2023-01-07 16:30:04.101699,Price in $
845,12780.0,4400.0,17860.0,2190.0,411.0,516.0,4270.0,248.0,242.0,211.0,2023-01-07 16:30:04.108177,24h Volume in M$
846,1.27,1.63,-0.07,0.01,1.85,2.43,0.13,2.38,1.88,3.15,2023-01-07 16:30:04.113659,24h Change in %
847,326230.0,154540.0,66250.0,43770.0,41650.0,17300.0,16450.0,9550.0,9470.0,7000.0,2023-01-07 16:30:04.119522,Market Cap in M$
848,17152.23,1284.05,1.02,1.0,266.07,0.3482,1.0,0.07301,0.2803,0.8195,2023-01-07 17:00:07.820879,Price in $
849,10370.0,3210.0,15080.0,1940.0,358.0,426.0,3400.0,212.0,209.0,195.0,2023-01-07 17:00:07.827306,24h Volume in M$
850,0.61,-0.03,0.12,-0.01,0.85,2.09,0.06,0.57,0.56,2.0,2023-01-07 17:00:07.832883,24h Change in %
851,326520.0,154780.0,66400.0,43780.0,41800.0,17400.0,16460.0,9570.0,9480.0,7030.0,2023-01-07 17:00:07.838818,Market Cap in M$
852,17156.7,1283.9,1.02,1.0,266.3,0.3477,1.0,0.07302,0.2805,0.8202,2023-01-07 17:30:03.970783,Price in $
853,10180.0,3090.0,14800.0,1910.0,356.0,418.0,3330.0,209.0,205.0,192.0,2023-01-07 17:30:03.977047,24h Volume in M$
854,0.67,-0.3,-0.1,-0.01,0.67,1.55,-0.16,0.61,0.43,1.79,2023-01-07 17:30:03.982520,24h Change in %
855,326590.0,154460.0,66250.0,43770.0,41740.0,17330.0,16420.0,9550.0,9470.0,7020.0,2023-01-07 17:30:03.988282,Market Cap in M$
856,17154.23,1283.93,1.02,1.0,266.31,0.3479,1.0,0.07301,0.2805,0.82,2023-01-07 18:00:06.990444,Price in $
857,10210.0,3100.0,14860.0,1910.0,356.0,420.0,3350.0,210.0,206.0,193.0,2023-01-07 18:00:06.996678,24h Volume in M$
858,0.64,-0.18,-0.1,-0.02,0.79,1.84,-0.19,0.51,0.67,2.06,2023-01-07 18:00:07.002130,24h Change in %
859,326560.0,154510.0,66260.0,43770.0,41740.0,17350.0,16420.0,9540.0,9470.0,7020.0,2023-01-07 18:00:07.007951,Market Cap in M$
860,17166.65,1285.5,1.02,1.0,266.87,0.3498,1.0,0.07311,0.2818,0.823,2023-01-07 18:30:03.543239,Price in $
861,9910.0,3010.0,14410.0,1880.0,354.0,412.0,3200.0,204.0,201.0,188.0,2023-01-07 18:30:03.549775,24h Volume in M$
862,0.63,-0.36,0.01,0.01,0.99,1.61,-0.17,0.21,0.66,1.8,2023-01-07 18:30:03.555531,24h Change in %
863,326980.0,154600.0,66260.0,43780.0,41850.0,17440.0,16430.0,9560.0,9520.0,7040.0,2023-01-07 18:30:03.561634,Market Cap in M$
864,17169.03,1286.05,1.02,1.0,266.77,0.3503,1.0,0.0731,0.2817,0.8217,2023-01-07 19:00:03.476257,Price in $
865,9810.0,2960.0,14200.0,1850.0,344.0,408.0,3160.0,202.0,199.0,186.0,2023-01-07 19:00:03.482819,24h Volume in M$
866,0.6,0.08,0.23,0.01,1.31,1.93,0.06,0.66,1.14,1.98,2023-01-07 19:00:03.489843,24h Change in %
867,326840.0,155030.0,66410.0,43780.0,41890.0,17490.0,16460.0,9590.0,9540.0,7050.0,2023-01-07 19:00:03.496202,Market Cap in M$
868,17172.0,1286.52,1.02,1.0,266.9,0.3498,1.0,0.07309,0.2827,0.8228,2023-01-07 19:30:04.006978,Price in $
869,9620.0,2890.0,13980.0,1830.0,343.0,405.0,3080.0,197.0,198.0,183.0,2023-01-07 19:30:04.013399,24h Volume in M$
870,0.51,-0.28,0.0,-0.0,0.98,1.2,-0.17,0.51,1.06,1.55,2023-01-07 19:30:04.019094,24h Change in %
871,326900.0,154760.0,66260.0,43780.0,41840.0,17440.0,16430.0,9570.0,9560.0,7040.0,2023-01-07 19:30:04.025057,Market Cap in M$
872,17161.6,1284.68,1.02,1.0,266.48,0.349,1.0,0.07319,0.2813,0.8221,2023-01-07 20:00:05.526137,Price in $
873,10460.0,3250.0,15210.0,1950.0,358.0,435.0,3440.0,211.0,209.0,195.0,2023-01-07 20:00:05.534751,24h Volume in M$
874,0.79,0.32,0.12,-0.05,1.17,2.3,0.06,1.15,1.24,2.74,2023-01-07 20:00:05.541162,24h Change in %
875,326690.0,154890.0,66400.0,43770.0,41850.0,17430.0,16460.0,9590.0,9520.0,7050.0,2023-01-07 20:00:05.547847,Market Cap in M$
876,17172.48,1285.98,1.02,1.0,267.06,0.3499,1.0,0.07317,0.2837,0.8213,2023-01-07 20:30:03.934171,Price in $
877,8630.0,2610.0,12940.0,1730.0,331.0,387.0,2790.0,182.0,187.0,176.0,2023-01-07 20:30:03.940574,24h Volume in M$
878,0.18,-0.3,0.12,0.32,1.1,1.12,0.17,0.06,1.57,1.54,2023-01-07 20:30:03.946083,24h Change in %
879,327370.0,154980.0,66420.0,43930.0,41960.0,17450.0,16480.0,9580.0,9610.0,7040.0,2023-01-07 20:30:03.951959,Market Cap in M$
880,17175.55,1285.89,1.02,1.0,266.98,0.3495,1.0,0.07315,0.2826,0.823,2023-01-07 21:00:04.615874,Price in $
881,8420.0,2600.0,12720.0,1710.0,330.0,381.0,2690.0,179.0,187.0,175.0,2023-01-07 21:00:04.622485,24h Volume in M$
882,0.42,-0.15,0.0,0.01,1.12,1.18,-0.0,0.26,1.3,1.73,2023-01-07 21:00:04.628347,24h Change in %
883,327240.0,154680.0,66260.0,43790.0,41840.0,17420.0,16430.0,9570.0,9550.0,7040.0,2023-01-07 21:00:04.634601,Market Cap in M$
884,17167.95,1284.91,1.02,1.0,266.65,0.3487,1.0,0.07325,0.2822,0.8211,2023-01-07 21:30:03.537700,Price in $
885,8189.0,2540.0,12400.0,1660.0,329.0,374.0,2550.0,178.0,185.0,171.0,2023-01-07 21:30:03.544039,24h Volume in M$
886,0.31,-0.21,0.02,0.08,0.9,0.77,0.0,0.14,0.72,1.43,2023-01-07 21:30:03.549539,24h Change in %
887,327290.0,154620.0,66270.0,43820.0,41830.0,17380.0,16430.0,9590.0,9540.0,7030.0,2023-01-07 21:30:03.555430,Market Cap in M$
888,17172.42,1286.43,1.02,1.0,266.65,0.3486,1.0,0.07329,0.2821,0.8214,2023-01-07 22:00:06.416766,Price in $
889,8050.0,2570.0,12210.0,1640.0,330.0,372.0,2470.0,179.0,185.0,171.0,2023-01-07 22:00:06.429481,24h Volume in M$
890,0.32,-0.1,-0.0,-0.01,0.97,0.54,-0.01,0.19,0.18,1.23,2023-01-07 22:00:06.435750,24h Change in %
891,327400.0,154810.0,66260.0,43780.0,41830.0,17380.0,16430.0,9590.0,9540.0,7030.0,2023-01-07 22:00:06.441992,Market Cap in M$
892,17164.8,1284.82,1.02,1.0,266.42,0.3483,1.0,0.07313,0.2824,0.8221,2023-01-07 22:30:03.031950,Price in $
893,7950.0,2600.0,12080.0,1620.0,331.0,368.0,2450.0,179.0,184.0,171.0,2023-01-07 22:30:03.038520,24h Volume in M$
894,0.19,-0.28,0.01,0.01,0.76,0.52,-0.13,-0.25,0.4,1.09,2023-01-07 22:30:03.044347,24h Change in %
895,327410.0,154580.0,66280.0,43800.0,41770.0,17360.0,16430.0,9570.0,9540.0,7040.0,2023-01-07 22:30:03.050407,Market Cap in M$
896,17169.7,1284.87,1.02,1.0,266.27,0.3487,1.0,0.07302,0.2835,0.823,2023-01-07 23:00:04.657193,Price in $
897,7900.0,2600.0,11970.0,1590.0,331.0,362.0,2420.0,178.0,183.0,170.0,2023-01-07 23:00:04.672917,24h Volume in M$
898,0.15,-0.48,-0.07,-0.01,0.47,-0.39,-0.13,-0.69,0.57,1.13,2023-01-07 23:00:04.680410,24h Change in %
899,327320.0,154550.0,66260.0,43800.0,41750.0,17380.0,16430.0,9550.0,9570.0,7050.0,2023-01-07 23:00:04.697885,Market Cap in M$
900,17172.26,1285.05,1.02,1.0,266.47,0.3483,1.0,0.07312,0.2824,0.8226,2023-01-07 23:30:04.569399,Price in $
901,7770.0,2570.0,11700.0,1570.0,328.0,341.0,2330.0,175.0,172.0,167.0,2023-01-07 23:30:04.576047,24h Volume in M$
902,0.03,-0.56,0.01,-0.02,0.5,-0.35,-0.12,-0.59,-1.03,0.86,2023-01-07 23:30:04.581711,24h Change in %
903,327310.0,154590.0,66270.0,43790.0,41770.0,17360.0,16430.0,9560.0,9550.0,7040.0,2023-01-07 23:30:04.587842,Market Cap in M$
904,17174.81,1286.0,1.02,1.0,266.58,0.3492,1.0,0.07324,0.2834,0.8233,2023-01-08 00:00:05.598929,Price in $
905,7740.0,2570.0,11650.0,1580.0,327.0,335.0,2320.0,174.0,167.0,165.0,2023-01-08 00:00:05.605704,24h Volume in M$
906,0.14,-0.4,0.02,-0.03,0.53,-0.18,-0.01,-0.33,-0.7,0.94,2023-01-08 00:00:05.614704,24h Change in %
907,327340.0,154700.0,66270.0,43790.0,41790.0,17380.0,16430.0,9580.0,9560.0,7050.0,2023-01-08 00:00:05.622346,Market Cap in M$
908,17174.62,1285.54,1.02,1.0,266.94,0.3485,1.0,0.07312,0.2836,0.8219,2023-01-08 00:30:04.222303,Price in $
909,7650.0,2530.0,11490.0,1560.0,325.0,330.0,2290.0,171.0,164.0,163.0,2023-01-08 00:30:04.228846,24h Volume in M$
910,0.08,-0.06,0.23,-0.0,0.94,0.28,0.2,-0.18,-0.18,1.03,2023-01-08 00:30:04.234310,24h Change in %
911,327310.0,155200.0,66490.0,43800.0,41990.0,17410.0,16480.0,9600.0,9610.0,7060.0,2023-01-08 00:30:04.240049,Market Cap in M$
912,17172.86,1285.05,1.02,1.0,266.48,0.3484,1.0,0.07315,0.2827,0.8224,2023-01-08 01:00:06.425988,Price in $
913,7770.0,2570.0,11730.0,1580.0,328.0,340.0,2340.0,175.0,172.0,167.0,2023-01-08 01:00:06.432651,24h Volume in M$
914,0.06,-0.49,0.02,-0.02,0.6,-0.36,-0.12,-0.5,-0.73,0.78,2023-01-08 01:00:06.438471,24h Change in %
915,327320.0,154590.0,66270.0,43790.0,41780.0,17360.0,16430.0,9570.0,9550.0,7040.0,2023-01-08 01:00:06.444739,Market Cap in M$
916,17165.05,1282.71,1.02,1.0,266.31,0.3459,1.0,0.07273,0.2832,0.8178,2023-01-08 01:30:03.690349,Price in $
917,7730.0,2600.0,11520.0,1550.0,313.0,387.0,2290.0,178.0,161.0,160.0,2023-01-08 01:30:03.696990,24h Volume in M$
918,0.07,-0.66,0.02,-0.0,-0.16,-0.85,0.18,-1.16,-0.17,-0.46,2023-01-08 01:30:03.702519,24h Change in %
919,327090.0,154270.0,66270.0,43800.0,41740.0,17230.0,16480.0,9510.0,9560.0,7000.0,2023-01-08 01:30:03.708528,Market Cap in M$
920,17158.9,1283.63,1.02,1.0,266.0,0.3455,1.0,0.07285,0.2823,0.8181,2023-01-08 02:00:04.651850,Price in $
921,7750.0,2620.0,11510.0,1540.0,309.0,389.0,2280.0,179.0,163.0,160.0,2023-01-08 02:00:04.658554,24h Volume in M$
922,0.04,-0.65,-0.1,-0.0,-0.53,-1.17,0.14,-1.16,-0.66,-0.71,2023-01-08 02:00:04.664498,24h Change in %
923,327060.0,154420.0,66270.0,43800.0,41690.0,17220.0,16480.0,9530.0,9530.0,7000.0,2023-01-08 02:00:04.671401,Market Cap in M$
924,17160.48,1282.45,1.02,1.0,266.29,0.3455,1.0,0.07275,0.2809,0.8186,2023-01-08 02:30:03.832445,Price in $
925,7720.0,2620.0,11470.0,1540.0,307.0,390.0,2260.0,179.0,163.0,160.0,2023-01-08 02:30:03.839263,24h Volume in M$
926,0.1,-0.62,-0.09,-0.0,-0.49,-1.2,0.19,-1.22,-0.94,-1.1,2023-01-08 02:30:03.844788,24h Change in %
927,327090.0,154290.0,66270.0,43810.0,41730.0,17220.0,16480.0,9510.0,9490.0,7000.0,2023-01-08 02:30:03.850614,Market Cap in M$
928,17160.18,1283.16,1.02,1.0,266.07,0.3455,1.0,0.07265,0.2815,0.818,2023-01-08 03:00:05.830388,Price in $
929,7710.0,2640.0,11370.0,1500.0,304.0,389.0,2200.0,178.0,165.0,157.0,2023-01-08 03:00:05.853921,24h Volume in M$
930,0.16,-0.38,0.02,0.03,-0.32,-0.7,0.33,-0.88,-0.71,-0.76,2023-01-08 03:00:05.870750,24h Change in %
931,327190.0,154380.0,66280.0,43820.0,41710.0,17220.0,16480.0,9510.0,9510.0,7000.0,2023-01-08 03:00:05.878893,Market Cap in M$
932,17159.86,1282.74,1.02,1.0,266.02,0.3463,1.0,0.07269,0.2813,0.8194,2023-01-08 03:30:03.128373,Price in $
933,7660.0,2620.0,11300.0,1490.0,303.0,390.0,2180.0,177.0,162.0,155.0,2023-01-08 03:30:03.135222,24h Volume in M$
934,0.11,-0.43,0.02,0.03,-0.38,-0.57,0.34,-1.0,-0.63,-0.57,2023-01-08 03:30:03.140749,24h Change in %
935,327230.0,154330.0,66280.0,43820.0,41700.0,17250.0,16480.0,9510.0,9500.0,7010.0,2023-01-08 03:30:03.146608,Market Cap in M$
936,17173.28,1284.55,1.02,1.0,266.22,0.3462,1.0,0.07284,0.2818,0.8198,2023-01-08 04:00:04.849233,Price in $
937,7710.0,2640.0,11320.0,1480.0,304.0,391.0,2170.0,178.0,162.0,155.0,2023-01-08 04:00:04.856214,24h Volume in M$
938,0.14,-0.12,0.22,0.01,-0.11,-0.2,0.19,-0.57,-0.11,-0.36,2023-01-08 04:00:04.862310,24h Change in %
939,327250.0,154900.0,66480.0,43810.0,41870.0,17310.0,16480.0,9560.0,9550.0,7040.0,2023-01-08 04:00:04.869264,Market Cap in M$
940,17171.47,1284.98,1.02,1.0,266.39,0.3486,1.0,0.07311,0.2832,0.8226,2023-01-08 04:30:03.559768,Price in $
941,7830.0,2580.0,11870.0,1580.0,330.0,351.0,2380.0,177.0,181.0,168.0,2023-01-08 04:30:03.566186,24h Volume in M$
942,0.12,-0.47,0.0,-0.01,0.6,-0.22,-0.12,-0.44,0.22,0.99,2023-01-08 04:30:03.571815,24h Change in %
943,327330.0,154540.0,66270.0,43800.0,41760.0,17370.0,16430.0,9560.0,9560.0,7040.0,2023-01-08 04:30:03.577996,Market Cap in M$
944,17167.77,1283.84,1.02,1.0,266.42,0.3449,1.0,0.07275,0.2812,0.8179,2023-01-08 05:00:03.859898,Price in $
945,7670.0,2610.0,11240.0,1470.0,300.0,387.0,2130.0,178.0,163.0,152.0,2023-01-08 05:00:03.866587,24h Volume in M$
946,0.19,-0.04,0.19,-0.02,0.01,-0.61,0.2,-0.63,-0.4,0.11,2023-01-08 05:00:03.872530,24h Change in %
947,327270.0,154800.0,66460.0,43820.0,41890.0,17240.0,16420.0,9540.0,9540.0,7020.0,2023-01-08 05:00:03.878830,Market Cap in M$
948,17168.69,1284.53,1.02,1.0,266.19,0.3447,1.0,0.0729,0.2816,0.8187,2023-01-08 05:30:04.605669,Price in $
949,7640.0,2600.0,11190.0,1470.0,300.0,391.0,2120.0,177.0,161.0,150.0,2023-01-08 05:30:04.612244,24h Volume in M$
950,0.2,-0.23,0.02,-0.02,-0.23,-1.04,0.2,-0.74,-0.86,-0.33,2023-01-08 05:30:04.617804,24h Change in %
951,327300.0,154520.0,66270.0,43820.0,41730.0,17190.0,16420.0,9540.0,9520.0,7010.0,2023-01-08 05:30:04.623829,Market Cap in M$
952,17171.51,1285.05,1.02,1.0,266.47,0.3458,1.0,0.07291,0.2818,0.8193,2023-01-08 06:00:07.088876,Price in $
953,7640.0,2600.0,11170.0,1470.0,302.0,391.0,2120.0,177.0,161.0,150.0,2023-01-08 06:00:07.095805,24h Volume in M$
954,0.25,-0.08,-0.09,-0.03,0.11,-0.53,0.21,-0.57,-0.55,0.1,2023-01-08 06:00:07.101605,24h Change in %
955,327390.0,154610.0,66270.0,43820.0,41790.0,17240.0,16420.0,9540.0,9520.0,7010.0,2023-01-08 06:00:07.107803,Market Cap in M$
956,17169.13,1284.8,1.02,1.0,266.43,0.345,1.0,0.07282,0.2823,0.8194,2023-01-08 06:30:04.393714,Price in $
957,7590.0,2570.0,11080.0,1460.0,299.0,387.0,2100.0,174.0,160.0,146.0,2023-01-08 06:30:04.400923,24h Volume in M$
958,0.31,-0.17,-0.09,-0.01,0.01,-0.49,0.24,-0.48,-0.2,0.34,2023-01-08 06:30:04.406932,24h Change in %
959,327470.0,154590.0,66270.0,43870.0,41770.0,17200.0,16430.0,9530.0,9530.0,7010.0,2023-01-08 06:30:04.412959,Market Cap in M$
960,17173.62,1285.77,1.02,1.0,266.44,0.3455,1.0,0.0729,0.283,0.8189,2023-01-08 07:00:04.675756,Price in $
961,7610.0,2570.0,11070.0,1460.0,297.0,388.0,2100.0,175.0,160.0,142.0,2023-01-08 07:00:04.691963,24h Volume in M$
962,0.29,-0.04,0.02,-0.0,0.1,-0.32,0.35,-0.47,-0.08,0.26,2023-01-08 07:00:04.704675,24h Change in %
963,327400.0,154690.0,66270.0,43880.0,41780.0,17220.0,16420.0,9540.0,9560.0,7010.0,2023-01-08 07:00:04.720245,Market Cap in M$
964,17179.98,1285.48,1.02,1.0,266.35,0.3456,1.0,0.07296,0.2834,0.8191,2023-01-08 07:30:03.138481,Price in $
965,7610.0,2570.0,11060.0,1460.0,296.0,388.0,2100.0,174.0,159.0,141.0,2023-01-08 07:30:03.145159,24h Volume in M$
966,0.25,0.08,0.34,-0.01,0.33,-0.14,0.34,-0.46,0.53,0.63,2023-01-08 07:30:03.150919,24h Change in %
967,327500.0,155010.0,66480.0,43880.0,41890.0,17280.0,16420.0,9570.0,9600.0,7030.0,2023-01-08 07:30:03.156866,Market Cap in M$
968,17184.02,1285.27,1.02,1.0,266.12,0.3449,1.0,0.07281,0.2827,0.8185,2023-01-08 08:00:08.838589,Price in $
969,7640.0,2570.0,11080.0,1460.0,295.0,388.0,2110.0,175.0,161.0,140.0,2023-01-08 08:00:08.845209,24h Volume in M$
970,0.26,-0.01,0.35,-0.02,0.26,-0.35,0.24,-0.9,0.28,0.08,2023-01-08 08:00:08.850685,24h Change in %
971,327540.0,154970.0,66490.0,43870.0,41850.0,17250.0,16420.0,9550.0,9580.0,7030.0,2023-01-08 08:00:08.856464,Market Cap in M$
972,17182.0,1284.5,1.02,1.0,266.16,0.345,1.0,0.07271,0.2827,0.8186,2023-01-08 08:30:03.966374,Price in $
973,7600.0,2540.0,11040.0,1460.0,293.0,391.0,2090.0,174.0,159.0,139.0,2023-01-08 08:30:03.972802,24h Volume in M$
974,0.35,-0.13,0.01,-0.01,0.05,-0.59,0.36,-0.94,0.55,0.04,2023-01-08 08:30:03.978346,24h Change in %
975,327640.0,154550.0,66270.0,43880.0,41730.0,17190.0,16420.0,9510.0,9550.0,7010.0,2023-01-08 08:30:03.984237,Market Cap in M$
976,17176.11,1284.95,1.02,1.0,266.16,0.3451,1.0,0.07267,0.2835,0.82,2023-01-08 09:00:06.679732,Price in $
977,7600.0,2530.0,11080.0,1460.0,292.0,391.0,2090.0,175.0,158.0,139.0,2023-01-08 09:00:06.686053,24h Volume in M$
978,0.3,-0.16,0.01,-0.01,-0.11,-0.53,0.2,-1.03,0.86,-0.03,2023-01-08 09:00:06.691613,24h Change in %
979,327460.0,154580.0,66270.0,43880.0,41720.0,17210.0,16420.0,9500.0,9580.0,7020.0,2023-01-08 09:00:06.697422,Market Cap in M$
980,17182.99,1286.96,1.02,1.0,266.54,0.3455,1.0,0.07299,0.2846,0.8214,2023-01-08 09:30:04.261775,Price in $
981,7560.0,2500.0,11060.0,1440.0,292.0,392.0,2080.0,175.0,161.0,137.0,2023-01-08 09:30:04.268179,24h Volume in M$
982,0.33,-0.11,-0.11,-0.01,-0.08,-0.57,0.2,-0.63,1.08,0.06,2023-01-08 09:30:04.273769,24h Change in %
983,327520.0,154790.0,66270.0,43880.0,41790.0,17220.0,16420.0,9550.0,9610.0,7030.0,2023-01-08 09:30:04.279599,Market Cap in M$
984,17161.22,1284.43,1.02,1.0,266.38,0.3448,1.0,0.07278,0.288,0.8197,2023-01-08 10:00:03.956497,Price in $
985,7700.0,2540.0,11250.0,1420.0,294.0,408.0,2120.0,178.0,195.0,138.0,2023-01-08 10:00:03.963175,24h Volume in M$
986,0.24,-0.32,-0.1,-0.02,-0.17,-0.91,0.23,-1.01,2.55,-0.06,2023-01-08 10:00:03.969110,24h Change in %
987,327210.0,154540.0,66270.0,43880.0,41760.0,17180.0,16420.0,9530.0,9740.0,7020.0,2023-01-08 10:00:03.975372,Market Cap in M$
988,17165.87,1284.79,1.02,1.0,266.47,0.345,1.0,0.07285,0.2884,0.8201,2023-01-08 10:30:03.888515,Price in $
989,7680.0,2540.0,11240.0,1400.0,287.0,411.0,2120.0,176.0,201.0,137.0,2023-01-08 10:30:03.895118,24h Volume in M$
990,0.35,-0.27,-0.11,-0.01,-0.1,-0.77,0.27,-0.76,2.76,0.04,2023-01-08 10:30:03.900741,24h Change in %
991,327460.0,154590.0,66270.0,43880.0,41790.0,17200.0,16430.0,9530.0,9760.0,7020.0,2023-01-08 10:30:03.906690,Market Cap in M$
992,17167.25,1284.66,1.02,1.0,266.61,0.345,1.0,0.07282,0.2896,0.8187,2023-01-08 11:00:04.193253,Price in $
993,7660.0,2550.0,11220.0,1390.0,282.0,412.0,2140.0,175.0,205.0,136.0,2023-01-08 11:00:04.200001,24h Volume in M$
994,0.24,-0.08,0.02,-0.0,0.16,-0.73,0.14,-0.65,3.55,0.12,2023-01-08 11:00:04.205886,24h Change in %
995,327270.0,154570.0,66270.0,43880.0,41810.0,17200.0,16420.0,9530.0,9800.0,7010.0,2023-01-08 11:00:04.212190,Market Cap in M$
996,17166.28,1284.23,1.02,1.0,266.61,0.3445,1.0,0.07283,0.2926,0.819,2023-01-08 11:30:03.434772,Price in $
997,7600.0,2520.0,11150.0,1370.0,281.0,412.0,2130.0,170.0,212.0,135.0,2023-01-08 11:30:03.441085,24h Volume in M$
998,0.37,-0.03,0.02,-0.0,0.26,-0.85,0.37,-0.24,4.56,0.39,2023-01-08 11:30:03.446553,24h Change in %
999,327360.0,154530.0,66270.0,43890.0,41820.0,17170.0,16420.0,9530.0,9880.0,7010.0,2023-01-08 11:30:03.452364,Market Cap in M$
1000,17155.94,1283.09,1.02,1.0,266.24,0.3436,1.0,0.0727,0.2921,0.8173,2023-01-08 12:00:06.869259,Price in $
1001,7600.0,2530.0,11140.0,1360.0,281.0,422.0,2130.0,168.0,229.0,137.0,2023-01-08 12:00:06.875847,24h Volume in M$
1002,0.3,-0.15,0.02,0.02,0.14,-1.14,0.25,-0.36,3.88,0.03,2023-01-08 12:00:06.881610,24h Change in %
1003,327260.0,154430.0,66270.0,43890.0,41770.0,17130.0,16430.0,9510.0,9850.0,7000.0,2023-01-08 12:00:06.887787,Market Cap in M$
