,time,crypto,pos,neg,neu,count
442,2023-01-06 09:30:07.271076,Tether,29,50,21,100
443,2023-01-06 09:30:07.322262,USD Coin,39,17,44,100
444,2023-01-06 09:30:07.377016,BNB,72,9,19,100
445,2023-01-06 09:30:07.421616,XRP,51,13,36,100
446,2023-01-06 09:30:07.466432,Binance USD,13,40,47,100
447,2023-01-06 09:30:07.508197,Dogecoin,45,18,37,100
448,2023-01-06 09:30:07.551357,Cardano,53,13,34,100
449,2023-01-06 09:30:07.602152,Polygon,48,11,41,100
450,2023-01-06 10:00:11.006414,Bitcoin,65,7,28,100
451,2023-01-06 10:00:11.043433,Ethereum,68,8,24,100
452,2023-01-06 10:00:11.081983,Tether,25,42,33,100
453,2023-01-06 10:00:11.132619,USD Coin,38,17,45,100
454,2023-01-06 10:00:11.188425,BNB,86,8,6,100
455,2023-01-06 10:00:11.234408,XRP,57,8,35,100
456,2023-01-06 10:00:11.278544,Binance USD,11,46,43,100
457,2023-01-06 10:00:11.321521,Dogecoin,49,17,34,100
458,2023-01-06 10:00:11.361477,Cardano,40,7,53,100
459,2023-01-06 10:00:11.414214,Polygon,60,5,35,100
460,2023-01-06 11:30:08.968273,Bitcoin,66,10,24,100
461,2023-01-06 11:30:09.005167,Ethereum,59,5,36,100
462,2023-01-06 11:30:09.048392,Tether,38,26,36,100
463,2023-01-06 11:30:09.100094,USD Coin,32,19,49,100
464,2023-01-06 11:30:09.151488,BNB,73,10,17,100
465,2023-01-06 11:30:09.198189,XRP,64,10,26,100
466,2023-01-06 11:30:09.241533,Binance USD,7,50,43,100
467,2023-01-06 11:30:09.280434,Dogecoin,39,14,47,100
468,2023-01-06 11:30:09.321353,Cardano,54,6,40,100
469,2023-01-06 11:30:09.371146,Polygon,52,3,45,100
470,2023-01-06 12:30:08.023151,Bitcoin,57,7,36,100
471,2023-01-06 12:30:08.061798,Ethereum,47,7,46,100
472,2023-01-06 12:30:08.106461,Tether,42,25,33,100
473,2023-01-06 12:30:08.159019,USD Coin,33,20,47,100
474,2023-01-06 12:30:08.213138,BNB,71,16,13,100
475,2023-01-06 12:30:08.259646,XRP,46,24,30,100
476,2023-01-06 12:30:08.303295,Binance USD,5,61,34,100
477,2023-01-06 12:30:08.347580,Dogecoin,59,3,38,100
478,2023-01-06 12:30:08.392561,Cardano,48,14,38,100
479,2023-01-06 12:30:08.440327,Polygon,50,4,46,100
480,2023-01-06 13:00:10.667399,Bitcoin,44,13,43,100
481,2023-01-06 13:00:10.705016,Ethereum,59,5,36,100
482,2023-01-06 13:00:10.748395,Tether,35,43,22,100
483,2023-01-06 13:00:10.801084,USD Coin,31,21,48,100
484,2023-01-06 13:00:10.857703,BNB,79,13,8,100
485,2023-01-06 13:00:10.904042,XRP,51,8,41,100
486,2023-01-06 13:00:10.947894,Binance USD,7,57,36,100
487,2023-01-06 13:00:10.998457,Dogecoin,72,8,20,100
488,2023-01-06 13:00:11.037165,Cardano,51,6,43,100
489,2023-01-06 13:00:11.086704,Polygon,48,5,47,100
490,2023-01-06 14:00:10.466276,Bitcoin,28,30,42,100
491,2023-01-06 14:00:10.502900,Ethereum,65,6,29,100
492,2023-01-06 14:00:10.544939,Tether,33,36,31,100
493,2023-01-06 14:00:10.597860,USD Coin,29,22,49,100
494,2023-01-06 14:00:10.652036,BNB,59,13,28,100
495,2023-01-06 14:00:10.697166,XRP,43,15,42,100
496,2023-01-06 14:00:10.740795,Binance USD,6,57,37,100
497,2023-01-06 14:00:10.782582,Dogecoin,48,9,43,100
498,2023-01-06 14:00:10.821439,Cardano,49,10,41,100
499,2023-01-06 14:00:10.868641,Polygon,42,11,47,100
500,2023-01-06 14:30:09.285630,Bitcoin,44,8,48,100
501,2023-01-06 14:30:09.322076,Ethereum,64,2,34,100
502,2023-01-06 14:30:09.362916,Tether,31,40,29,100
503,2023-01-06 14:30:09.416342,USD Coin,29,22,49,100
504,2023-01-06 14:30:09.472260,BNB,81,8,11,100
505,2023-01-06 14:30:09.516417,XRP,45,13,42,100
506,2023-01-06 14:30:09.559569,Binance USD,7,54,39,100
507,2023-01-06 14:30:09.607381,Dogecoin,76,7,17,100
508,2023-01-06 14:30:09.650871,Cardano,54,11,35,100
509,2023-01-06 14:30:09.698239,Polygon,37,10,53,100
510,2023-01-06 16:00:09.810762,Bitcoin,49,10,41,100
511,2023-01-06 16:00:09.854225,Ethereum,47,13,40,100
512,2023-01-06 16:00:09.898601,Tether,39,34,26,99
513,2023-01-06 16:00:09.952490,USD Coin,26,23,51,100
514,2023-01-06 16:00:10.006743,BNB,81,3,16,100
515,2023-01-06 16:00:10.053407,XRP,59,5,36,100
516,2023-01-06 16:00:10.098560,Binance USD,9,60,31,100
517,2023-01-06 16:00:10.139450,Dogecoin,42,14,44,100
518,2023-01-06 16:00:10.182330,Cardano,46,12,42,100
519,2023-01-06 16:00:10.226009,Polygon,45,7,48,100
520,2023-01-06 16:30:08.405886,Bitcoin,66,4,30,100
521,2023-01-06 16:30:08.444427,Ethereum,30,5,64,99
522,2023-01-06 16:30:08.487785,Tether,43,21,35,99
523,2023-01-06 16:30:08.541856,USD Coin,27,23,50,100
524,2023-01-06 16:30:08.595065,BNB,79,4,17,100
525,2023-01-06 16:30:08.639075,XRP,40,12,48,100
526,2023-01-06 16:30:08.683832,Binance USD,9,63,28,100
527,2023-01-06 16:30:08.723768,Dogecoin,43,6,51,100
528,2023-01-06 16:30:08.765613,Cardano,61,11,28,100
529,2023-01-06 16:30:08.817730,Polygon,67,8,25,100
530,2023-01-06 17:00:11.574051,Bitcoin,37,14,49,100
531,2023-01-06 17:00:11.615495,Ethereum,29,12,59,100
532,2023-01-06 17:00:11.657731,Tether,41,16,42,99
533,2023-01-06 17:00:11.711046,USD Coin,29,23,48,100
534,2023-01-06 17:00:11.766733,BNB,77,4,19,100
535,2023-01-06 17:00:11.810179,XRP,49,7,44,100
536,2023-01-06 17:00:11.855550,Binance USD,10,67,23,100
537,2023-01-06 17:00:11.894989,Dogecoin,57,10,33,100
538,2023-01-06 17:00:11.936703,Cardano,60,5,35,100
539,2023-01-06 17:00:11.988065,Polygon,60,4,36,100
540,2023-01-06 17:30:08.836468,Bitcoin,56,15,29,100
541,2023-01-06 17:30:08.878437,Ethereum,42,8,50,100
542,2023-01-06 17:30:08.916161,Tether,7,1,92,100
543,2023-01-06 17:30:08.970139,USD Coin,29,23,48,100
544,2023-01-06 17:30:09.028851,BNB,90,2,8,100
545,2023-01-06 17:30:09.072807,XRP,45,8,47,100
546,2023-01-06 17:30:09.119191,Binance USD,9,68,23,100
547,2023-01-06 17:30:09.157046,Dogecoin,60,6,34,100
548,2023-01-06 17:30:09.200929,Cardano,54,8,38,100
549,2023-01-06 17:30:09.241714,Polygon,40,3,57,100
550,2023-01-06 18:00:11.592729,Bitcoin,45,8,46,99
551,2023-01-06 18:00:11.634823,Ethereum,24,20,56,100
552,2023-01-06 18:00:11.671879,Tether,3,3,94,100
553,2023-01-06 18:00:11.725579,USD Coin,32,22,46,100
554,2023-01-06 18:00:11.782101,BNB,81,6,13,100
555,2023-01-06 18:00:11.829357,XRP,50,16,34,100
556,2023-01-06 18:00:11.876261,Binance USD,13,62,25,100
557,2023-01-06 18:00:11.916760,Dogecoin,47,9,44,100
558,2023-01-06 18:00:11.959444,Cardano,62,11,27,100
559,2023-01-06 18:00:12.008489,Polygon,68,7,25,100
560,2023-01-06 18:30:08.416379,Bitcoin,42,21,37,100
561,2023-01-06 18:30:08.457835,Ethereum,40,4,55,99
562,2023-01-06 18:30:08.495430,Tether,4,1,95,100
563,2023-01-06 18:30:08.550121,USD Coin,32,25,43,100
564,2023-01-06 18:30:08.606181,BNB,78,2,19,99
565,2023-01-06 18:30:08.640246,XRP,70,5,24,99
566,2023-01-06 18:30:08.687179,Binance USD,11,66,23,100
567,2023-01-06 18:30:08.732462,Dogecoin,51,9,40,100
568,2023-01-06 18:30:08.776679,Cardano,60,9,31,100
569,2023-01-06 18:30:08.822575,Polygon,48,7,45,100
570,2023-01-06 19:30:08.398351,Bitcoin,38,16,46,100
571,2023-01-06 19:30:08.441994,Ethereum,37,8,55,100
572,2023-01-06 19:30:08.479690,Tether,8,3,89,100
573,2023-01-06 19:30:08.533605,USD Coin,34,24,42,100
574,2023-01-06 19:30:08.585812,BNB,64,9,27,100
575,2023-01-06 19:30:08.624234,XRP,58,16,26,100
576,2023-01-06 19:30:08.670844,Binance USD,14,54,32,100
577,2023-01-06 19:30:08.711129,Dogecoin,55,5,40,100
578,2023-01-06 19:30:08.756063,Cardano,66,7,27,100
579,2023-01-06 19:30:08.797887,Polygon,34,8,58,100
580,2023-01-06 20:00:12.798451,Bitcoin,43,15,42,100
581,2023-01-06 20:00:12.840078,Ethereum,47,13,40,100
582,2023-01-06 20:00:12.877234,Tether,4,2,94,100
583,2023-01-06 20:00:12.930628,USD Coin,34,24,42,100
584,2023-01-06 20:00:12.984590,BNB,72,1,27,100
585,2023-01-06 20:00:13.017520,XRP,73,4,23,100
586,2023-01-06 20:00:13.064704,Binance USD,13,57,30,100
587,2023-01-06 20:00:13.106850,Dogecoin,49,8,43,100
588,2023-01-06 20:00:13.148586,Cardano,48,14,38,100
589,2023-01-06 20:00:13.189047,Polygon,43,4,53,100
590,2023-01-06 21:00:11.862949,Bitcoin,49,21,30,100
591,2023-01-06 21:00:11.906463,Ethereum,31,15,54,100
592,2023-01-06 21:00:11.944632,Tether,7,3,90,100
593,2023-01-06 21:00:11.997829,USD Coin,42,19,39,100
594,2023-01-06 21:00:12.053546,BNB,87,6,6,99
595,2023-01-06 21:00:12.085944,XRP,76,5,19,100
596,2023-01-06 21:00:12.130784,Binance USD,8,61,31,100
597,2023-01-06 21:00:12.172019,Dogecoin,56,8,36,100
598,2023-01-06 21:00:12.216171,Cardano,52,12,36,100
599,2023-01-06 21:00:12.256425,Polygon,63,5,32,100
600,2023-01-06 22:00:10.007416,Bitcoin,68,11,21,100
601,2023-01-06 22:00:10.051218,Ethereum,31,10,59,100
602,2023-01-06 22:00:10.088624,Tether,7,3,89,99
603,2023-01-06 22:00:10.140528,USD Coin,44,18,38,100
604,2023-01-06 22:00:10.194830,BNB,75,6,19,100
605,2023-01-06 22:00:10.236512,XRP,34,11,55,100
606,2023-01-06 22:00:10.280739,Binance USD,3,64,33,100
607,2023-01-06 22:00:10.323060,Dogecoin,38,5,57,100
608,2023-01-06 22:00:10.366498,Cardano,55,12,33,100
609,2023-01-06 22:00:10.416140,Polygon,61,7,32,100
610,2023-01-06 23:30:09.405742,Bitcoin,56,3,41,100
611,2023-01-06 23:30:09.446020,Ethereum,42,13,45,100
612,2023-01-06 23:30:09.483802,Tether,7,1,92,100
613,2023-01-06 23:30:09.535614,USD Coin,49,16,35,100
614,2023-01-06 23:30:09.590637,BNB,77,2,21,100
615,2023-01-06 23:30:09.632562,XRP,64,7,29,100
616,2023-01-06 23:30:09.677847,Binance USD,4,49,47,100
617,2023-01-06 23:30:09.714741,Cardano,36,10,54,100
618,2023-01-06 23:30:09.753253,Dogecoin,28,6,66,100
619,2023-01-06 23:30:09.794285,Polygon,36,12,50,98
620,2023-01-07 02:30:07.502666,Bitcoin,65,6,29,100
621,2023-01-07 02:30:07.541957,Ethereum,65,3,32,100
622,2023-01-07 02:30:07.580502,Tether,5,1,94,100
623,2023-01-07 02:30:07.633181,USD Coin,50,13,36,99
624,2023-01-07 02:30:07.686943,BNB,68,7,25,100
625,2023-01-07 02:30:07.719428,XRP,29,13,58,100
626,2023-01-07 02:30:07.765443,Binance USD,7,57,36,100
627,2023-01-07 02:30:07.806085,Dogecoin,40,7,53,100
628,2023-01-07 02:30:07.852544,Cardano,38,16,46,100
629,2023-01-07 02:30:07.899775,Polygon,45,7,48,100
630,2023-01-07 04:00:07.824724,Bitcoin,51,15,34,100
631,2023-01-07 04:00:07.863910,Ethereum,48,5,47,100
632,2023-01-07 04:00:07.903819,Tether,5,9,86,100
633,2023-01-07 04:00:07.956114,USD Coin,48,17,34,99
634,2023-01-07 04:00:08.008982,BNB,77,9,14,100
635,2023-01-07 04:00:08.041318,XRP,29,12,59,100
636,2023-01-07 04:00:08.087290,Binance USD,5,73,22,100
637,2023-01-07 04:00:08.121364,Dogecoin,28,3,69,100
638,2023-01-07 04:00:08.159920,Cardano,42,12,46,100
639,2023-01-07 04:00:08.209187,Polygon,39,9,52,100
640,2023-01-07 07:00:11.241679,Bitcoin,51,6,43,100
641,2023-01-07 07:00:11.282404,Ethereum,50,0,50,100
642,2023-01-07 07:00:11.322929,Tether,31,8,61,100
643,2023-01-07 07:00:11.376174,USD Coin,45,18,36,99
644,2023-01-07 07:00:11.430951,BNB,83,3,14,100
645,2023-01-07 07:00:11.466247,XRP,32,10,58,100
646,2023-01-07 07:00:11.512283,Binance USD,9,71,20,100
647,2023-01-07 07:00:11.549209,Dogecoin,35,4,61,100
648,2023-01-07 07:00:11.590966,Cardano,58,6,36,100
649,2023-01-07 07:00:11.640835,Polygon,52,6,42,100
650,2023-01-07 08:00:10.879610,Bitcoin,59,10,31,100
651,2023-01-07 08:00:10.919268,Ethereum,45,1,54,100
652,2023-01-07 08:00:10.962752,Tether,41,13,46,100
653,2023-01-07 08:00:11.015962,USD Coin,46,16,37,99
654,2023-01-07 08:00:11.071985,BNB,87,5,8,100
655,2023-01-07 08:00:11.104659,XRP,29,13,58,100
656,2023-01-07 08:00:11.149979,Binance USD,8,71,21,100
657,2023-01-07 08:00:11.185999,Dogecoin,28,4,68,100
658,2023-01-07 08:00:11.224061,Cardano,52,7,41,100
659,2023-01-07 08:00:11.268573,Polygon,47,8,44,99
660,2023-01-07 08:30:07.672229,Bitcoin,44,6,50,100
661,2023-01-07 08:30:07.715879,Ethereum,33,5,60,98
662,2023-01-07 08:30:07.759295,Tether,50,13,37,100
663,2023-01-07 08:30:07.812813,USD Coin,44,16,39,99
664,2023-01-07 08:30:07.869037,BNB,75,12,13,100
665,2023-01-07 08:30:07.904629,XRP,43,11,46,100
666,2023-01-07 08:30:07.949433,Binance USD,8,69,23,100
667,2023-01-07 08:30:07.987021,Dogecoin,36,2,62,100
668,2023-01-07 08:30:08.027864,Cardano,51,10,39,100
669,2023-01-07 08:30:08.073579,Polygon,38,7,55,100
670,2023-01-07 10:00:10.048521,Bitcoin,65,6,29,100
671,2023-01-07 10:00:10.089437,Ethereum,39,7,52,98
672,2023-01-07 10:00:10.133854,Tether,46,17,37,100
673,2023-01-07 10:00:10.187290,USD Coin,44,15,40,99
674,2023-01-07 10:00:10.246018,BNB,84,1,15,100
675,2023-01-07 10:00:10.276860,XRP,29,16,55,100
676,2023-01-07 10:00:10.322052,Binance USD,15,57,28,100
677,2023-01-07 10:00:10.359017,Dogecoin,36,5,59,100
678,2023-01-07 10:00:10.401500,Cardano,44,12,44,100
679,2023-01-07 10:00:10.447048,Polygon,41,7,52,100
680,2023-01-07 11:00:09.631091,Bitcoin,58,24,18,100
681,2023-01-07 11:00:09.674549,Ethereum,45,8,47,100
682,2023-01-07 11:00:09.712459,Tether,20,52,26,98
683,2023-01-07 11:00:09.764840,USD Coin,48,15,36,99
684,2023-01-07 11:00:09.821458,BNB,86,3,11,100
685,2023-01-07 11:00:09.855525,XRP,43,14,43,100
686,2023-01-07 11:00:09.899557,Binance USD,24,46,30,100
687,2023-01-07 11:00:09.936871,Dogecoin,31,6,63,100
688,2023-01-07 11:00:09.977162,Cardano,38,11,51,100
689,2023-01-07 11:00:10.020668,Polygon,46,6,47,99
690,2023-01-07 11:30:07.504719,Bitcoin,54,9,36,99
691,2023-01-07 11:30:07.548954,Ethereum,42,4,54,100
692,2023-01-07 11:30:07.586753,Tether,16,53,30,99
693,2023-01-07 11:30:07.638428,USD Coin,44,16,39,99
694,2023-01-07 11:30:07.694028,BNB,82,7,11,100
695,2023-01-07 11:30:07.732322,XRP,42,13,45,100
696,2023-01-07 11:30:07.776218,Binance USD,26,42,32,100
697,2023-01-07 11:30:07.815213,Dogecoin,41,5,54,100
698,2023-01-07 11:30:07.857560,Cardano,45,11,44,100
699,2023-01-07 11:30:07.903741,Polygon,46,9,45,100
700,2023-01-07 13:00:08.773315,Bitcoin,51,9,40,100
701,2023-01-07 13:00:08.816891,Ethereum,35,12,53,100
702,2023-01-07 13:00:08.857439,Tether,33,42,25,100
703,2023-01-07 13:00:08.907905,USD Coin,40,16,44,100
704,2023-01-07 13:00:08.964167,BNB,78,6,16,100
705,2023-01-07 13:00:08.999101,XRP,42,7,51,100
706,2023-01-07 13:00:09.043297,Binance USD,24,43,33,100
707,2023-01-07 13:00:09.082000,Dogecoin,54,2,44,100
708,2023-01-07 13:00:09.122685,Cardano,47,10,43,100
709,2023-01-07 13:00:09.170067,Polygon,45,12,43,100
710,2023-01-07 14:00:08.926736,Bitcoin,43,9,48,100
711,2023-01-07 14:00:08.970456,Ethereum,38,11,51,100
712,2023-01-07 14:00:09.011598,Tether,25,53,22,100
713,2023-01-07 14:00:09.062898,USD Coin,39,16,45,100
714,2023-01-07 14:00:09.117838,BNB,81,1,18,100
715,2023-01-07 14:00:09.152253,XRP,40,9,51,100
716,2023-01-07 14:00:09.196775,Binance USD,24,45,31,100
717,2023-01-07 14:00:09.240027,Dogecoin,37,8,55,100
718,2023-01-07 14:00:09.283829,Cardano,45,21,34,100
719,2023-01-07 14:00:09.329434,Polygon,45,14,41,100
720,2023-01-07 17:00:13.058426,Bitcoin,62,13,24,99
721,2023-01-07 17:00:13.098322,Ethereum,36,14,50,100
722,2023-01-07 17:00:13.141884,Tether,40,32,28,100
723,2023-01-07 17:00:13.190467,USD Coin,39,10,51,100
724,2023-01-07 17:00:13.246174,BNB,80,8,12,100
725,2023-01-07 17:00:13.280250,XRP,32,15,53,100
726,2023-01-07 17:00:13.324822,Binance USD,14,54,32,100
727,2023-01-07 17:00:13.374830,Dogecoin,67,6,27,100
728,2023-01-07 17:00:13.417239,Cardano,53,16,31,100
729,2023-01-07 17:00:13.464949,Polygon,39,5,56,100
730,2023-01-07 17:30:09.214879,Bitcoin,48,13,39,100
731,2023-01-07 17:30:09.253591,Ethereum,33,7,60,100
732,2023-01-07 17:30:09.296969,Tether,45,32,23,100
733,2023-01-07 17:30:09.345713,USD Coin,40,6,54,100
734,2023-01-07 17:30:09.405111,BNB,85,2,13,100
735,2023-01-07 17:30:09.440421,XRP,33,17,50,100
736,2023-01-07 17:30:09.485689,Binance USD,10,55,35,100
737,2023-01-07 17:30:09.534671,Dogecoin,66,5,29,100
738,2023-01-07 17:30:09.578036,Cardano,52,15,33,100
739,2023-01-07 17:30:09.627928,Polygon,48,11,41,100
740,2023-01-07 18:00:11.744546,Bitcoin,65,5,30,100
741,2023-01-07 18:00:11.789862,Ethereum,37,6,57,100
742,2023-01-07 18:00:11.833188,Tether,42,31,27,100
743,2023-01-07 18:00:11.881287,USD Coin,40,3,57,100
744,2023-01-07 18:00:11.937676,BNB,79,2,18,99
745,2023-01-07 18:00:11.971026,XRP,41,17,42,100
746,2023-01-07 18:00:12.016069,Binance USD,10,57,33,100
747,2023-01-07 18:00:12.059016,Dogecoin,43,8,49,100
748,2023-01-07 18:00:12.097003,Cardano,44,12,44,100
749,2023-01-07 18:00:12.149405,Polygon,29,39,31,99
750,2023-01-07 18:30:08.481321,Bitcoin,44,11,45,100
751,2023-01-07 18:30:08.528292,Ethereum,37,7,56,100
752,2023-01-07 18:30:08.572913,Tether,42,23,35,100
753,2023-01-07 18:30:08.621731,USD Coin,38,3,59,100
754,2023-01-07 18:30:08.676987,BNB,84,4,12,100
755,2023-01-07 18:30:08.713903,XRP,39,21,40,100
756,2023-01-07 18:30:08.759755,Binance USD,9,58,33,100
757,2023-01-07 18:30:08.804021,Dogecoin,40,7,53,100
758,2023-01-07 18:30:08.846975,Cardano,55,12,33,100
759,2023-01-07 18:30:08.893507,Polygon,53,11,36,100
760,2023-01-07 19:00:08.620120,Bitcoin,53,16,31,100
761,2023-01-07 19:00:08.661245,Ethereum,24,5,71,100
762,2023-01-07 19:00:08.705856,Tether,42,23,35,100
763,2023-01-07 19:00:08.754185,USD Coin,37,3,60,100
764,2023-01-07 19:00:08.811424,BNB,85,5,10,100
765,2023-01-07 19:00:08.845646,XRP,35,13,52,100
766,2023-01-07 19:00:08.891803,Binance USD,9,60,31,100
767,2023-01-07 19:00:08.935628,Dogecoin,48,10,42,100
768,2023-01-07 19:00:08.976707,Cardano,53,5,42,100
769,2023-01-07 19:00:09.017793,Polygon,53,2,45,100
770,2023-01-07 19:30:09.046216,Bitcoin,55,7,38,100
771,2023-01-07 19:30:09.090187,Ethereum,27,11,62,100
772,2023-01-07 19:30:09.135969,Tether,41,18,40,99
773,2023-01-07 19:30:09.184937,USD Coin,36,3,61,100
774,2023-01-07 19:30:09.241679,BNB,84,2,14,100
775,2023-01-07 19:30:09.274287,XRP,33,8,59,100
776,2023-01-07 19:30:09.320599,Binance USD,9,58,33,100
777,2023-01-07 19:30:09.368267,Dogecoin,78,2,20,100
778,2023-01-07 19:30:09.410379,Cardano,56,10,34,100
779,2023-01-07 19:30:09.455852,Polygon,67,7,26,100
780,2023-01-07 20:00:11.119404,Bitcoin,63,9,28,100
781,2023-01-07 20:00:11.165547,Ethereum,31,10,59,100
782,2023-01-07 20:00:11.211653,Tether,38,20,41,99
783,2023-01-07 20:00:11.260412,USD Coin,36,3,61,100
784,2023-01-07 20:00:11.318409,BNB,78,1,21,100
785,2023-01-07 20:00:11.353516,XRP,44,14,42,100
786,2023-01-07 20:00:11.399651,Binance USD,10,59,31,100
787,2023-01-07 20:00:11.441095,Dogecoin,33,2,65,100
788,2023-01-07 20:00:11.480444,Cardano,46,11,43,100
789,2023-01-07 20:00:11.526960,Polygon,53,10,37,100
790,2023-01-07 20:30:09.497235,Bitcoin,47,7,46,100
791,2023-01-07 20:30:09.542185,Ethereum,44,11,45,100
792,2023-01-07 20:30:09.586314,Tether,39,19,41,99
793,2023-01-07 20:30:09.635290,USD Coin,36,3,61,100
794,2023-01-07 20:30:09.691980,BNB,78,4,18,100
795,2023-01-07 20:30:09.726349,XRP,35,10,55,100
796,2023-01-07 20:30:09.771949,Binance USD,10,58,32,100
797,2023-01-07 20:30:09.814136,Cardano,39,10,51,100
798,2023-01-07 20:30:09.856516,Dogecoin,43,5,52,100
799,2023-01-07 20:30:09.902375,Polygon,53,16,31,100
800,2023-01-07 21:00:09.498178,Bitcoin,63,8,29,100
801,2023-01-07 21:00:09.540490,Ethereum,30,8,62,100
802,2023-01-07 21:00:09.583621,Tether,39,14,46,99
803,2023-01-07 21:00:09.632105,USD Coin,34,7,59,100
804,2023-01-07 21:00:09.686249,BNB,85,1,14,100
805,2023-01-07 21:00:09.718477,XRP,30,18,52,100
806,2023-01-07 21:00:09.764333,Binance USD,10,57,33,100
807,2023-01-07 21:00:09.805408,Cardano,46,15,39,100
808,2023-01-07 21:00:09.849953,Dogecoin,54,8,38,100
809,2023-01-07 21:00:09.895745,Polygon,30,36,34,100
810,2023-01-07 21:30:08.329338,Bitcoin,55,12,33,100
811,2023-01-07 21:30:08.371512,Ethereum,37,8,55,100
812,2023-01-07 21:30:08.415174,Tether,35,12,52,99
813,2023-01-07 21:30:08.462830,USD Coin,33,7,60,100
814,2023-01-07 21:30:08.515369,BNB,64,4,32,100
815,2023-01-07 21:30:08.551522,XRP,43,7,50,100
816,2023-01-07 21:30:08.597278,Binance USD,10,57,33,100
817,2023-01-07 21:30:08.641216,Dogecoin,30,6,64,100
818,2023-01-07 21:30:08.682009,Cardano,43,9,48,100
819,2023-01-07 21:30:08.727164,Polygon,21,53,26,100
820,2023-01-07 22:00:12.465766,Bitcoin,48,23,29,100
821,2023-01-07 22:00:12.508043,Ethereum,60,11,29,100
822,2023-01-07 22:00:12.550590,Tether,33,11,55,99
823,2023-01-07 22:00:12.599130,USD Coin,33,7,60,100
824,2023-01-07 22:00:12.651751,BNB,62,4,34,100
825,2023-01-07 22:00:12.687043,XRP,37,11,52,100
826,2023-01-07 22:00:12.732818,Binance USD,10,57,33,100
827,2023-01-07 22:00:12.774895,Dogecoin,36,9,55,100
828,2023-01-07 22:00:12.819410,Cardano,51,14,35,100
829,2023-01-07 22:00:12.862855,Polygon,20,65,15,100
830,2023-01-07 22:30:07.804997,Bitcoin,59,13,28,100
831,2023-01-07 22:30:07.849675,Ethereum,50,8,42,100
832,2023-01-07 22:30:07.893130,Tether,31,18,51,100
833,2023-01-07 22:30:07.943055,USD Coin,30,7,63,100
834,2023-01-07 22:30:07.997354,BNB,70,5,25,100
835,2023-01-07 22:30:08.033567,XRP,33,14,53,100
836,2023-01-07 22:30:08.079555,Binance USD,9,56,35,100
837,2023-01-07 22:30:08.122174,Dogecoin,41,12,47,100
838,2023-01-07 22:30:08.162312,Cardano,36,15,49,100
839,2023-01-07 22:30:08.212151,Polygon,41,30,29,100
840,2023-01-07 23:00:09.871369,Bitcoin,57,17,26,100
841,2023-01-07 23:00:09.915140,Ethereum,41,12,47,100
842,2023-01-07 23:00:09.960034,Tether,36,28,36,100
843,2023-01-07 23:00:10.010285,USD Coin,31,7,62,100
844,2023-01-07 23:00:10.063282,BNB,63,4,33,100
845,2023-01-07 23:00:10.099592,XRP,32,17,51,100
846,2023-01-07 23:00:10.146112,Binance USD,9,55,36,100
847,2023-01-07 23:00:10.193542,Dogecoin,71,3,26,100
848,2023-01-07 23:00:10.235436,Cardano,46,6,48,100
849,2023-01-07 23:00:10.281196,Polygon,63,5,32,100
850,2023-01-07 23:30:09.098044,Bitcoin,45,15,40,100
851,2023-01-07 23:30:09.138799,Ethereum,30,11,59,100
852,2023-01-07 23:30:09.181690,Tether,39,28,33,100
853,2023-01-07 23:30:09.231359,USD Coin,27,8,65,100
854,2023-01-07 23:30:09.279984,BNB,62,4,34,100
855,2023-01-07 23:30:09.314227,XRP,33,12,55,100
856,2023-01-07 23:30:09.359770,Binance USD,9,53,38,100
857,2023-01-07 23:30:09.407049,Dogecoin,45,10,45,100
858,2023-01-07 23:30:09.447446,Cardano,48,10,42,100
859,2023-01-07 23:30:09.495103,Polygon,41,14,45,100
860,2023-01-08 00:00:10.264218,Bitcoin,44,13,43,100
861,2023-01-08 00:00:10.307198,Ethereum,38,12,50,100
862,2023-01-08 00:00:10.350349,Tether,44,27,29,100
863,2023-01-08 00:00:10.399565,USD Coin,25,8,67,100
864,2023-01-08 00:00:10.446929,BNB,66,5,29,100
865,2023-01-08 00:00:10.479219,XRP,35,10,55,100
866,2023-01-08 00:00:10.524115,Binance USD,11,48,41,100
867,2023-01-08 00:00:10.568920,Dogecoin,41,11,48,100
868,2023-01-08 00:00:10.609202,Cardano,45,10,45,100
869,2023-01-08 00:00:10.657849,Polygon,51,5,44,100
870,2023-01-08 00:30:08.772528,Bitcoin,58,9,32,99
871,2023-01-08 00:30:08.811132,Ethereum,21,8,71,100
872,2023-01-08 00:30:08.857205,Tether,54,19,27,100
873,2023-01-08 00:30:08.908017,USD Coin,23,8,69,100
874,2023-01-08 00:30:08.952388,BNB,56,6,38,100
875,2023-01-08 00:30:08.987398,XRP,40,16,44,100
876,2023-01-08 00:30:09.033855,Binance USD,12,47,41,100
877,2023-01-08 00:30:09.074188,Cardano,54,12,34,100
878,2023-01-08 00:30:09.117550,Dogecoin,32,10,58,100
879,2023-01-08 00:30:09.164283,Polygon,43,7,50,100
880,2023-01-08 01:00:10.916302,Bitcoin,45,9,46,100
881,2023-01-08 01:00:10.957318,Ethereum,28,11,61,100
882,2023-01-08 01:00:11.002316,Tether,59,18,23,100
883,2023-01-08 01:00:11.053526,USD Coin,21,13,66,100
884,2023-01-08 01:00:11.098908,BNB,46,10,44,100
885,2023-01-08 01:00:11.135779,XRP,39,9,52,100
886,2023-01-08 01:00:11.181549,Binance USD,12,46,42,100
