,time,crypto,pos,neg,neu,count
1321,2023-01-08 23:00:11.526483,Ethereum,26,26,48,100
1322,2023-01-08 23:00:11.572719,Tether,54,19,27,100
1323,2023-01-08 23:00:11.623687,USD Coin,42,15,43,100
1324,2023-01-08 23:00:11.664963,BNB,53,12,35,100
1325,2023-01-08 23:00:11.702348,XRP,42,9,49,100
1326,2023-01-08 23:00:11.751643,Binance USD,11,67,22,100
1327,2023-01-08 23:00:11.793754,Cardano,57,11,32,100
1328,2023-01-08 23:00:11.846209,Dogecoin,81,4,15,100
1329,2023-01-08 23:00:11.896268,Polygon,47,5,48,100
1330,2023-01-08 23:30:08.045591,Bitcoin,43,17,40,100
1331,2023-01-08 23:30:08.085511,Ethereum,54,19,27,100
1332,2023-01-08 23:30:08.129660,Tether,54,14,32,100
1333,2023-01-08 23:30:08.181036,USD Coin,42,15,43,100
1334,2023-01-08 23:30:08.222287,BNB,28,31,41,100
1335,2023-01-08 23:30:08.257081,XRP,38,13,49,100
1336,2023-01-08 23:30:08.305449,Binance USD,11,65,24,100
1337,2023-01-08 23:30:08.346523,Cardano,53,12,35,100
1338,2023-01-08 23:30:08.400835,Dogecoin,80,3,17,100
1339,2023-01-08 23:30:08.446511,Polygon,50,7,43,100
1340,2023-01-09 00:00:11.169205,Bitcoin,49,17,34,100
1341,2023-01-09 00:00:11.212680,Ethereum,30,19,51,100
1342,2023-01-09 00:00:11.259191,Tether,53,14,33,100
1343,2023-01-09 00:00:11.311073,USD Coin,41,15,44,100
1344,2023-01-09 00:00:11.357842,BNB,60,15,25,100
1345,2023-01-09 00:00:11.395338,XRP,31,14,55,100
1346,2023-01-09 00:00:11.443085,Binance USD,8,72,20,100
1347,2023-01-09 00:00:11.481846,Cardano,48,8,44,100
1348,2023-01-09 00:00:11.538849,Dogecoin,85,3,12,100
1349,2023-01-09 00:00:11.590785,Polygon,46,7,47,100
1350,2023-01-09 00:30:08.834512,Bitcoin,38,16,45,99
1351,2023-01-09 00:30:08.879450,Ethereum,20,42,38,100
1352,2023-01-09 00:30:08.924025,Tether,50,12,38,100
1353,2023-01-09 00:30:08.966559,BNB,59,12,29,100
1354,2023-01-09 00:30:09.018552,USD Coin,40,15,45,100
1355,2023-01-09 00:30:09.053654,XRP,45,15,40,100
1356,2023-01-09 00:30:09.100994,Binance USD,5,76,19,100
1357,2023-01-09 00:30:09.141616,Cardano,51,11,38,100
1358,2023-01-09 00:30:09.198263,Dogecoin,82,1,17,100
1359,2023-01-09 00:30:09.246679,Polygon,61,3,36,100
1360,2023-01-09 01:00:11.859498,Bitcoin,53,15,32,100
1361,2023-01-09 01:00:11.902727,Ethereum,19,28,53,100
1362,2023-01-09 01:00:11.945539,Tether,50,12,38,100
1363,2023-01-09 01:00:11.991838,BNB,64,9,26,99
1364,2023-01-09 01:00:12.044158,USD Coin,42,14,44,100
1365,2023-01-09 01:00:12.082904,XRP,37,13,50,100
1366,2023-01-09 01:00:12.129522,Binance USD,5,75,20,100
1367,2023-01-09 01:00:12.169289,Cardano,51,5,44,100
1368,2023-01-09 01:00:12.225935,Dogecoin,84,3,13,100
1369,2023-01-09 01:00:12.277168,Polygon,54,9,37,100
1370,2023-01-09 01:30:08.169993,Bitcoin,52,12,36,100
1371,2023-01-09 01:30:08.210613,Ethereum,25,22,53,100
1372,2023-01-09 01:30:08.254253,Tether,51,12,37,100
1373,2023-01-09 01:30:08.296820,BNB,38,5,56,99
1374,2023-01-09 01:30:08.349474,USD Coin,43,13,44,100
1375,2023-01-09 01:30:08.384496,XRP,31,11,58,100
1376,2023-01-09 01:30:08.432494,Binance USD,4,72,24,100
1377,2023-01-09 01:30:08.471101,Cardano,40,9,51,100
1378,2023-01-09 01:30:08.526716,Dogecoin,78,2,20,100
1379,2023-01-09 01:30:08.580634,Polygon,66,7,27,100
1380,2023-01-09 02:00:11.344317,Bitcoin,53,10,37,100
1381,2023-01-09 02:00:11.386138,Ethereum,33,11,55,99
1382,2023-01-09 02:00:11.429602,Tether,46,18,36,100
1383,2023-01-09 02:00:11.478847,BNB,46,3,51,100
1384,2023-01-09 02:00:11.531837,USD Coin,43,13,44,100
1385,2023-01-09 02:00:11.567816,XRP,39,14,47,100
1386,2023-01-09 02:00:11.616048,Binance USD,4,73,23,100
1387,2023-01-09 02:00:11.654132,Cardano,35,13,52,100
1388,2023-01-09 02:00:11.708870,Dogecoin,75,5,20,100
1389,2023-01-09 02:00:11.759042,Polygon,37,10,52,99
1390,2023-01-09 02:30:08.717748,Bitcoin,82,7,11,100
1391,2023-01-09 02:30:08.762789,Ethereum,37,27,36,100
1392,2023-01-09 02:30:08.807645,Tether,44,19,37,100
1393,2023-01-09 02:30:08.855836,BNB,60,5,35,100
1394,2023-01-09 02:30:08.909000,USD Coin,43,13,44,100
1395,2023-01-09 02:30:08.945744,XRP,41,10,49,100
1396,2023-01-09 02:30:08.992147,Binance USD,1,76,23,100
1397,2023-01-09 02:30:09.026999,Cardano,38,16,46,100
1398,2023-01-09 02:30:09.067927,Dogecoin,39,15,46,100
1399,2023-01-09 02:30:09.116905,Polygon,51,11,38,100
1400,2023-01-09 03:00:10.789030,Bitcoin,46,13,41,100
1401,2023-01-09 03:00:10.831137,Ethereum,28,24,48,100
1402,2023-01-09 03:00:10.877595,Tether,45,22,33,100
1403,2023-01-09 03:00:10.930828,USD Coin,44,13,43,100
1404,2023-01-09 03:00:10.975131,BNB,33,17,50,100
1405,2023-01-09 03:00:11.008969,XRP,30,14,56,100
1406,2023-01-09 03:00:11.055779,Binance USD,1,77,22,100
1407,2023-01-09 03:00:11.094249,Cardano,43,20,37,100
1408,2023-01-09 03:00:11.144474,Dogecoin,69,4,27,100
1409,2023-01-09 03:00:11.195243,Polygon,39,8,53,100
1410,2023-01-09 03:30:08.111819,Bitcoin,46,7,47,100
1411,2023-01-09 03:30:08.155074,Ethereum,33,25,42,100
1412,2023-01-09 03:30:08.198273,Tether,44,20,36,100
1413,2023-01-09 03:30:08.245209,BNB,59,8,33,100
1414,2023-01-09 03:30:08.298012,USD Coin,42,13,45,100
1415,2023-01-09 03:30:08.331720,XRP,34,9,57,100
1416,2023-01-09 03:30:08.378020,Binance USD,1,78,21,100
1417,2023-01-09 03:30:08.414020,Cardano,43,25,32,100
1418,2023-01-09 03:30:08.469446,Dogecoin,75,3,22,100
1419,2023-01-09 03:30:08.517592,Polygon,36,12,52,100
1420,2023-01-09 04:00:12.619152,Bitcoin,42,17,41,100
1421,2023-01-09 04:00:12.661911,Ethereum,17,34,49,100
1422,2023-01-09 04:00:12.703360,Tether,31,13,56,100
1423,2023-01-09 04:00:12.746846,BNB,46,11,43,100
1424,2023-01-09 04:00:12.800172,USD Coin,42,13,45,100
1425,2023-01-09 04:00:12.833805,XRP,30,17,53,100
1426,2023-01-09 04:00:12.880325,Binance USD,0,78,22,100
1427,2023-01-09 04:00:12.919459,Cardano,53,17,29,99
1428,2023-01-09 04:00:12.975317,Dogecoin,73,14,13,100
1429,2023-01-09 04:00:13.024655,Polygon,47,8,45,100
1430,2023-01-09 04:30:08.550494,Bitcoin,50,18,32,100
1431,2023-01-09 04:30:08.594458,Ethereum,21,40,39,100
1432,2023-01-09 04:30:08.633163,Tether,6,1,93,100
1433,2023-01-09 04:30:08.674613,BNB,37,8,55,100
1434,2023-01-09 04:30:08.728085,USD Coin,42,14,44,100
1435,2023-01-09 04:30:08.764079,XRP,29,11,60,100
1436,2023-01-09 04:30:08.810750,Binance USD,1,75,24,100
1437,2023-01-09 04:30:08.850071,Cardano,47,21,32,100
1438,2023-01-09 04:30:08.908213,Dogecoin,90,2,8,100
1439,2023-01-09 04:30:08.957014,Polygon,53,8,39,100
1440,2023-01-09 05:00:09.768638,Bitcoin,44,18,38,100
1441,2023-01-09 05:00:09.813345,Ethereum,30,39,31,100
1442,2023-01-09 05:00:09.850637,Tether,3,0,97,100
1443,2023-01-09 05:00:09.896155,BNB,60,13,27,100
1444,2023-01-09 05:00:09.949720,USD Coin,42,14,44,100
1445,2023-01-09 05:00:09.985099,XRP,39,14,47,100
1446,2023-01-09 05:00:10.032644,Binance USD,1,74,25,100
1447,2023-01-09 05:00:10.069341,Cardano,38,9,53,100
1448,2023-01-09 05:00:10.125816,Dogecoin,81,3,16,100
1449,2023-01-09 05:00:10.177546,Polygon,58,8,34,100
1450,2023-01-09 06:00:09.232935,Bitcoin,42,23,35,100
1451,2023-01-09 06:00:09.273064,Ethereum,69,3,28,100
1452,2023-01-09 06:00:09.313064,Tether,9,6,85,100
1453,2023-01-09 06:00:09.357022,BNB,55,12,33,100
1454,2023-01-09 06:00:09.410127,USD Coin,36,15,49,100
1455,2023-01-09 06:00:09.445563,XRP,40,7,53,100
1456,2023-01-09 06:00:09.494496,Binance USD,4,72,24,100
1457,2023-01-09 06:00:09.533212,Cardano,39,11,50,100
1458,2023-01-09 06:00:09.591017,Dogecoin,88,3,9,100
1459,2023-01-09 06:00:09.633486,Polygon,46,3,51,100
1460,2023-01-09 06:30:09.167874,Bitcoin,69,8,23,100
1461,2023-01-09 06:30:09.205972,Ethereum,51,12,37,100
1462,2023-01-09 06:30:09.247812,Tether,14,7,79,100
1463,2023-01-09 06:30:09.288916,BNB,44,14,42,100
1464,2023-01-09 06:30:09.342031,USD Coin,37,15,48,100
1465,2023-01-09 06:30:09.375075,XRP,32,12,56,100
1466,2023-01-09 06:30:09.423882,Binance USD,6,71,23,100
1467,2023-01-09 06:30:09.463466,Cardano,32,26,42,100
1468,2023-01-09 06:30:09.518405,Dogecoin,85,3,12,100
1469,2023-01-09 06:30:09.566377,Polygon,42,4,54,100
1470,2023-01-09 07:00:10.136777,Bitcoin,60,10,30,100
1471,2023-01-09 07:00:10.180295,Ethereum,55,15,30,100
1472,2023-01-09 07:00:10.220823,Tether,15,9,76,100
1473,2023-01-09 07:00:10.263716,BNB,69,7,24,100
1474,2023-01-09 07:00:10.316730,USD Coin,36,15,49,100
1475,2023-01-09 07:00:10.352701,XRP,28,11,61,100
1476,2023-01-09 07:00:10.401515,Binance USD,7,72,21,100
1477,2023-01-09 07:00:10.438159,Cardano,48,11,41,100
1478,2023-01-09 07:00:10.492334,Dogecoin,72,13,15,100
1479,2023-01-09 07:00:10.541908,Polygon,42,6,52,100
1480,2023-01-09 07:30:08.064432,Bitcoin,55,5,40,100
1481,2023-01-09 07:30:08.103097,Ethereum,62,13,25,100
1482,2023-01-09 07:30:08.144260,Tether,24,24,52,100
1483,2023-01-09 07:30:08.183659,BNB,48,12,39,99
1484,2023-01-09 07:30:08.236318,USD Coin,35,15,50,100
1485,2023-01-09 07:30:08.270406,XRP,38,9,53,100
1486,2023-01-09 07:30:08.320281,Binance USD,7,75,18,100
1487,2023-01-09 07:30:08.360276,Cardano,46,15,39,100
1488,2023-01-09 07:30:08.412094,Dogecoin,71,4,25,100
1489,2023-01-09 07:30:08.461514,Polygon,42,4,54,100
1490,2023-01-09 08:00:09.404337,Bitcoin,11,3,86,100
1491,2023-01-09 08:00:09.446561,Ethereum,57,7,36,100
1492,2023-01-09 08:00:09.487014,Tether,29,45,26,100
1493,2023-01-09 08:00:09.534774,BNB,58,13,29,100
1494,2023-01-09 08:00:09.588143,USD Coin,35,15,50,100
1495,2023-01-09 08:00:09.621822,XRP,30,12,58,100
1496,2023-01-09 08:00:09.673746,Binance USD,8,73,19,100
1497,2023-01-09 08:00:09.713524,Cardano,47,14,39,100
1498,2023-01-09 08:00:09.772013,Dogecoin,89,1,10,100
1499,2023-01-09 08:00:09.819675,Polygon,36,7,57,100
1500,2023-01-09 08:30:08.538769,Bitcoin,47,3,50,100
1501,2023-01-09 08:30:08.580738,Ethereum,43,25,32,100
1502,2023-01-09 08:30:08.619930,Tether,32,48,20,100
1503,2023-01-09 08:30:08.660081,BNB,53,9,38,100
1504,2023-01-09 08:30:08.713013,USD Coin,35,13,52,100
1505,2023-01-09 08:30:08.745462,XRP,39,12,49,100
1506,2023-01-09 08:30:08.795770,Binance USD,10,65,25,100
1507,2023-01-09 08:30:08.833966,Cardano,51,15,34,100
1508,2023-01-09 08:30:08.893614,Dogecoin,93,1,6,100
1509,2023-01-09 08:30:08.935731,Polygon,41,9,50,100
1510,2023-01-09 09:00:08.315959,Bitcoin,6,1,93,100
1511,2023-01-09 09:00:08.360195,Ethereum,44,8,48,100
1512,2023-01-09 09:00:08.401156,Tether,26,59,15,100
1513,2023-01-09 09:00:08.445678,BNB,59,3,38,100
1514,2023-01-09 09:00:08.499569,USD Coin,35,13,52,100
1515,2023-01-09 09:00:08.534481,XRP,35,13,52,100
1516,2023-01-09 09:00:08.586351,Binance USD,13,61,26,100
1517,2023-01-09 09:00:08.626348,Cardano,52,17,31,100
1518,2023-01-09 09:00:08.683227,Dogecoin,89,2,9,100
1519,2023-01-09 09:00:08.727416,Polygon,46,15,39,100
1520,2023-01-09 09:30:08.405620,Bitcoin,40,10,50,100
1521,2023-01-09 09:30:08.446981,Ethereum,44,19,37,100
1522,2023-01-09 09:30:08.486500,Tether,22,53,25,100
1523,2023-01-09 09:30:08.530673,BNB,50,14,36,100
1524,2023-01-09 09:30:08.582586,USD Coin,31,11,58,100
1525,2023-01-09 09:30:08.616866,XRP,31,14,55,100
1526,2023-01-09 09:30:08.667952,Binance USD,13,57,30,100
1527,2023-01-09 09:30:08.707932,Cardano,30,13,57,100
1528,2023-01-09 09:30:08.758626,Dogecoin,65,8,27,100
1529,2023-01-09 09:30:08.808119,Polygon,43,8,49,100
1530,2023-01-09 10:00:09.437268,Bitcoin,28,25,47,100
1531,2023-01-09 10:00:09.482288,Ethereum,45,24,31,100
1532,2023-01-09 10:00:09.520539,Tether,19,62,19,100
1533,2023-01-09 10:00:09.564132,BNB,63,10,27,100
1534,2023-01-09 10:00:09.616026,USD Coin,32,11,57,100
1535,2023-01-09 10:00:09.650985,XRP,34,14,52,100
1536,2023-01-09 10:00:09.701622,Binance USD,13,60,27,100
1537,2023-01-09 10:00:09.740904,Cardano,42,11,47,100
1538,2023-01-09 10:00:09.789476,Dogecoin,67,1,32,100
1539,2023-01-09 10:00:09.835174,Polygon,42,9,48,99
1540,2023-01-09 10:30:07.477104,Bitcoin,42,17,41,100
1541,2023-01-09 10:30:07.520696,Ethereum,36,37,27,100
1542,2023-01-09 10:30:07.564305,Tether,29,45,26,100
1543,2023-01-09 10:30:07.605896,BNB,61,9,30,100
1544,2023-01-09 10:30:07.657082,USD Coin,34,11,55,100
1545,2023-01-09 10:30:07.689521,XRP,38,9,53,100
1546,2023-01-09 10:30:07.739685,Binance USD,13,60,27,100
1547,2023-01-09 10:30:07.779218,Cardano,48,10,42,100
1548,2023-01-09 10:30:07.832110,Dogecoin,87,3,10,100
1549,2023-01-09 10:30:07.880252,Polygon,43,8,49,100
1550,2023-01-09 11:00:07.861383,Bitcoin,45,12,43,100
1551,2023-01-09 11:00:07.904780,Ethereum,47,27,26,100
1552,2023-01-09 11:00:07.947771,Tether,34,52,14,100
1553,2023-01-09 11:00:07.994273,BNB,66,5,29,100
1554,2023-01-09 11:00:08.045859,USD Coin,34,12,54,100
1555,2023-01-09 11:00:08.083030,XRP,42,9,49,100
1556,2023-01-09 11:00:08.131182,Binance USD,11,61,28,100
1557,2023-01-09 11:00:08.169825,Cardano,53,5,42,100
1558,2023-01-09 11:00:08.223873,Dogecoin,87,0,12,99
1559,2023-01-09 11:00:08.277416,Polygon,55,6,39,100
1560,2023-01-09 11:30:08.911480,Bitcoin,54,8,38,100
1561,2023-01-09 11:30:08.955759,Ethereum,54,7,39,100
1562,2023-01-09 11:30:08.996113,Tether,32,44,24,100
1563,2023-01-09 11:30:09.043620,BNB,60,13,27,100
1564,2023-01-09 11:30:09.095328,USD Coin,37,12,51,100
1565,2023-01-09 11:30:09.132046,XRP,37,10,53,100
1566,2023-01-09 11:30:09.181039,Binance USD,10,67,23,100
1567,2023-01-09 11:30:09.222286,Cardano,62,3,35,100
1568,2023-01-09 11:30:09.281061,Dogecoin,91,0,9,100
1569,2023-01-09 11:30:09.329345,Polygon,42,13,45,100
1570,2023-01-09 12:00:11.495474,Bitcoin,43,13,44,100
1571,2023-01-09 12:00:11.536395,Ethereum,58,14,28,100
1572,2023-01-09 12:00:11.577066,Tether,9,19,72,100
1573,2023-01-09 12:00:11.623251,BNB,70,8,22,100
1574,2023-01-09 12:00:11.674559,USD Coin,37,11,52,100
1575,2023-01-09 12:00:11.711461,XRP,39,15,46,100
1576,2023-01-09 12:00:11.758819,Binance USD,7,74,19,100
1577,2023-01-09 12:00:11.797310,Cardano,42,12,46,100
1578,2023-01-09 12:00:11.853135,Dogecoin,87,2,11,100
1579,2023-01-09 12:00:11.905908,Polygon,57,4,39,100
1580,2023-01-09 12:30:08.799856,Bitcoin,66,9,25,100
1581,2023-01-09 12:30:08.841983,Ethereum,50,26,24,100
1582,2023-01-09 12:30:08.882250,Tether,13,5,82,100
1583,2023-01-09 12:30:08.927063,BNB,52,8,40,100
1584,2023-01-09 12:30:08.978932,USD Coin,37,9,54,100
1585,2023-01-09 12:30:09.013354,XRP,39,10,51,100
1586,2023-01-09 12:30:09.060759,Binance USD,7,81,12,100
1587,2023-01-09 12:30:09.104202,Cardano,51,6,43,100
1588,2023-01-09 12:30:09.162471,Dogecoin,85,1,14,100
1589,2023-01-09 12:30:09.209722,Polygon,42,8,50,100
1590,2023-01-09 13:00:10.711658,Bitcoin,51,12,36,99
1591,2023-01-09 13:00:10.750552,Ethereum,47,11,42,100
1592,2023-01-09 13:00:10.790481,Tether,6,7,87,100
1593,2023-01-09 13:00:10.832931,BNB,51,14,35,100
1594,2023-01-09 13:00:10.884419,USD Coin,37,8,55,100
1595,2023-01-09 13:00:10.918787,XRP,41,9,50,100
1596,2023-01-09 13:00:10.966295,Binance USD,9,79,12,100
1597,2023-01-09 13:00:11.009441,Cardano,63,7,30,100
1598,2023-01-09 13:00:11.060183,Dogecoin,77,3,20,100
1599,2023-01-09 13:00:11.104551,Polygon,45,7,48,100
1600,2023-01-09 13:30:08.683337,Bitcoin,49,12,39,100
1601,2023-01-09 13:30:08.725552,Ethereum,42,24,34,100
1602,2023-01-09 13:30:08.764514,Tether,16,16,68,100
1603,2023-01-09 13:30:08.810043,BNB,64,11,25,100
1604,2023-01-09 13:30:08.861236,USD Coin,39,7,54,100
1605,2023-01-09 13:30:08.899155,XRP,35,17,48,100
1606,2023-01-09 13:30:08.946275,Binance USD,9,74,17,100
1607,2023-01-09 13:30:08.986810,Cardano,54,11,35,100
1608,2023-01-09 13:30:09.039307,Dogecoin,78,4,18,100
1609,2023-01-09 13:30:09.084658,Polygon,45,7,48,100
1610,2023-01-09 14:00:12.151898,Bitcoin,50,12,38,100
1611,2023-01-09 14:00:12.195290,Ethereum,43,18,39,100
1612,2023-01-09 14:00:12.234129,Tether,8,7,84,99
1613,2023-01-09 14:00:12.283310,BNB,64,14,22,100
1614,2023-01-09 14:00:12.334483,USD Coin,41,8,51,100
1615,2023-01-09 14:00:12.370125,XRP,44,11,45,100
1616,2023-01-09 14:00:12.417060,Binance USD,10,73,17,100
1617,2023-01-09 14:00:12.458479,Cardano,37,10,53,100
1618,2023-01-09 14:00:12.513549,Dogecoin,82,4,14,100
1619,2023-01-09 14:00:12.561158,Polygon,49,10,41,100
1620,2023-01-09 14:30:09.763436,Bitcoin,65,14,21,100
1621,2023-01-09 14:30:09.803258,Ethereum,51,11,38,100
1622,2023-01-09 14:30:09.841787,Tether,10,15,75,100
1623,2023-01-09 14:30:09.888836,BNB,70,8,22,100
1624,2023-01-09 14:30:09.940017,USD Coin,39,9,52,100
1625,2023-01-09 14:30:09.976892,XRP,36,12,52,100
1626,2023-01-09 14:30:10.023354,Binance USD,11,71,18,100
1627,2023-01-09 14:30:10.062002,Cardano,39,12,49,100
1628,2023-01-09 14:30:10.119345,Dogecoin,89,0,11,100
1629,2023-01-09 14:30:10.164342,Polygon,50,5,44,99
1630,2023-01-09 15:00:13.619996,Bitcoin,61,14,24,99
1631,2023-01-09 15:00:13.659893,Ethereum,50,16,34,100
1632,2023-01-09 15:00:13.698447,Tether,8,22,70,100
1633,2023-01-09 15:00:13.745783,BNB,66,14,20,100
1634,2023-01-09 15:00:13.796863,USD Coin,37,10,53,100
1635,2023-01-09 15:00:13.834985,XRP,38,10,52,100
1636,2023-01-09 15:00:13.881768,Binance USD,9,72,19,100
1637,2023-01-09 15:00:13.922878,Cardano,45,11,44,100
1638,2023-01-09 15:00:13.977236,Dogecoin,81,5,14,100
1639,2023-01-09 15:00:14.022292,Polygon,46,10,44,100
1640,2023-01-09 15:30:08.843464,Bitcoin,56,8,36,100
1641,2023-01-09 15:30:08.882644,Ethereum,47,9,44,100
1642,2023-01-09 15:30:08.921646,Tether,12,23,65,100
1643,2023-01-09 15:30:08.968199,BNB,57,12,31,100
1644,2023-01-09 15:30:09.019447,USD Coin,36,10,54,100
1645,2023-01-09 15:30:09.050980,XRP,25,15,60,100
1646,2023-01-09 15:30:09.097960,Binance USD,9,72,19,100
1647,2023-01-09 15:30:09.139867,Cardano,45,11,44,100
1648,2023-01-09 15:30:09.195376,Dogecoin,82,5,13,100
1649,2023-01-09 15:30:09.238054,Polygon,36,10,54,100
1650,2023-01-09 16:00:08.958496,Bitcoin,44,15,41,100
1651,2023-01-09 16:00:08.997099,Ethereum,67,5,28,100
1652,2023-01-09 16:00:09.036328,Tether,20,23,56,99
1653,2023-01-09 16:00:09.084920,BNB,54,14,32,100
1654,2023-01-09 16:00:09.136723,USD Coin,35,10,55,100
1655,2023-01-09 16:00:09.167829,XRP,30,13,57,100
1656,2023-01-09 16:00:09.215365,Binance USD,10,71,19,100
1657,2023-01-09 16:00:09.255902,Cardano,53,15,32,100
1658,2023-01-09 16:00:09.314344,Dogecoin,95,1,4,100
1659,2023-01-09 16:00:09.356033,Polygon,41,4,55,100
1660,2023-01-09 16:30:09.403367,Bitcoin,48,7,45,100
1661,2023-01-09 16:30:09.446152,Ethereum,49,13,38,100
1662,2023-01-09 16:30:09.487855,Tether,36,36,27,99
1663,2023-01-09 16:30:09.535683,BNB,64,7,29,100
1664,2023-01-09 16:30:09.587088,USD Coin,34,9,57,100
1665,2023-01-09 16:30:09.622435,XRP,25,12,63,100
1666,2023-01-09 16:30:09.670836,Binance USD,9,68,23,100
1667,2023-01-09 16:30:09.710288,Cardano,55,16,29,100
1668,2023-01-09 16:30:09.761640,Dogecoin,72,10,18,100
1669,2023-01-09 16:30:09.803137,Polygon,56,6,38,100
1670,2023-01-09 17:00:12.673188,Bitcoin,56,7,37,100
1671,2023-01-09 17:00:12.713831,Ethereum,60,7,33,100
1672,2023-01-09 17:00:12.754063,Tether,36,38,26,100
1673,2023-01-09 17:00:12.800896,BNB,60,6,34,100
1674,2023-01-09 17:00:12.852921,USD Coin,34,9,57,100
1675,2023-01-09 17:00:12.890276,XRP,30,11,59,100
1676,2023-01-09 17:00:12.940124,Binance USD,9,72,19,100
1677,2023-01-09 17:00:12.980541,Cardano,55,14,31,100
1678,2023-01-09 17:00:13.038557,Dogecoin,89,4,7,100
1679,2023-01-09 17:00:13.085113,Polygon,64,2,34,100
1680,2023-01-09 17:30:09.081462,Bitcoin,62,9,29,100
1681,2023-01-09 17:30:09.120705,Ethereum,56,12,32,100
1682,2023-01-09 17:30:09.163470,Tether,38,36,26,100
1683,2023-01-09 17:30:09.205152,BNB,52,3,45,100
1684,2023-01-09 17:30:09.256507,USD Coin,33,12,55,100
1685,2023-01-09 17:30:09.289416,XRP,34,11,55,100
1686,2023-01-09 17:30:09.338280,Binance USD,8,70,22,100
1687,2023-01-09 17:30:09.376684,Cardano,46,13,41,100
1688,2023-01-09 17:30:09.433215,Dogecoin,86,3,11,100
1689,2023-01-09 17:30:09.475054,Polygon,49,6,45,100
1690,2023-01-09 18:00:13.407472,Bitcoin,62,3,35,100
1691,2023-01-09 18:00:13.446909,Ethereum,50,14,36,100
1692,2023-01-09 18:00:13.490579,Tether,39,22,39,100
1693,2023-01-09 18:00:13.535299,BNB,54,13,33,100
1694,2023-01-09 18:00:13.586794,USD Coin,33,12,55,100
1695,2023-01-09 18:00:13.620265,XRP,29,15,56,100
1696,2023-01-09 18:00:13.669001,Binance USD,9,69,22,100
1697,2023-01-09 18:00:13.712931,Cardano,59,9,32,100
1698,2023-01-09 18:00:13.765620,Dogecoin,77,7,16,100
1699,2023-01-09 18:00:13.811193,Polygon,71,6,21,98
1700,2023-01-09 18:30:09.393565,Bitcoin,65,7,28,100
1701,2023-01-09 18:30:09.432602,Ethereum,65,5,30,100
1702,2023-01-09 18:30:09.480025,Tether,42,11,46,99
1703,2023-01-09 18:30:09.521046,BNB,57,9,34,100
1704,2023-01-09 18:30:09.573109,USD Coin,33,12,55,100
1705,2023-01-09 18:30:09.609032,XRP,32,7,61,100
1706,2023-01-09 18:30:09.658279,Binance USD,10,67,23,100
1707,2023-01-09 18:30:09.697364,Cardano,51,8,41,100
1708,2023-01-09 18:30:09.751138,Dogecoin,82,4,14,100
1709,2023-01-09 18:30:09.797970,Polygon,45,13,42,100
1710,2023-01-09 19:00:11.999715,Bitcoin,62,14,24,100
1711,2023-01-09 19:00:12.039358,Ethereum,64,5,31,100
1712,2023-01-09 19:00:12.086040,Tether,40,11,48,99
1713,2023-01-09 19:00:12.133289,BNB,71,15,14,100
1714,2023-01-09 19:00:12.185737,USD Coin,34,11,55,100
1715,2023-01-09 19:00:12.219461,XRP,26,17,57,100
1716,2023-01-09 19:00:12.267971,Binance USD,12,57,31,100
1717,2023-01-09 19:00:12.310458,Cardano,51,10,39,100
1718,2023-01-09 19:00:12.365961,Dogecoin,80,4,16,100
1719,2023-01-09 19:00:12.415296,Polygon,58,5,36,99
1720,2023-01-09 19:30:10.663784,Bitcoin,53,10,37,100
1721,2023-01-09 19:30:10.700072,Ethereum,70,2,28,100
1722,2023-01-09 19:30:10.746827,Tether,34,11,54,99
1723,2023-01-09 19:30:10.792679,BNB,69,13,18,100
1724,2023-01-09 19:30:10.844333,USD Coin,33,11,56,100
1725,2023-01-09 19:30:10.882035,XRP,31,13,56,100
1726,2023-01-09 19:30:10.929622,Binance USD,14,58,28,100
1727,2023-01-09 19:30:10.969704,Cardano,38,16,46,100
1728,2023-01-09 19:30:11.024969,Dogecoin,88,1,11,100
1729,2023-01-09 19:30:11.068301,Polygon,52,5,43,100
1730,2023-01-09 20:00:10.099383,Bitcoin,70,6,24,100
1731,2023-01-09 20:00:10.137337,Ethereum,57,7,36,100
1732,2023-01-09 20:00:10.182804,Tether,34,14,51,99
1733,2023-01-09 20:00:10.227633,BNB,60,7,33,100
1734,2023-01-09 20:00:10.279925,USD Coin,32,11,57,100
1735,2023-01-09 20:00:10.318505,XRP,43,10,47,100
1736,2023-01-09 20:00:10.366889,Binance USD,17,55,28,100
1737,2023-01-09 20:00:10.408083,Cardano,48,12,40,100
1738,2023-01-09 20:00:10.460548,Dogecoin,76,4,20,100
1739,2023-01-09 20:00:10.506702,Polygon,50,4,46,100
1740,2023-01-09 20:30:09.397482,Bitcoin,65,7,28,100
1741,2023-01-09 20:30:09.436262,Ethereum,55,5,40,100
1742,2023-01-09 20:30:09.480887,Tether,39,14,47,100
1743,2023-01-09 20:30:09.526593,BNB,63,14,23,100
1744,2023-01-09 20:30:09.579256,USD Coin,35,9,56,100
1745,2023-01-09 20:30:09.613214,XRP,30,16,54,100
1746,2023-01-09 20:30:09.661062,Binance USD,19,53,28,100
1747,2023-01-09 20:30:09.702939,Cardano,37,4,59,100
1748,2023-01-09 20:30:09.753098,Dogecoin,73,5,22,100
1749,2023-01-09 20:30:09.800323,Polygon,46,9,45,100
1750,2023-01-09 21:00:11.580937,Bitcoin,53,19,28,100
1751,2023-01-09 21:00:11.619502,Ethereum,52,9,38,99
